iid,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb,tmp_sha,tmp2_attr,tmp2_sinc,tmp2_intel,tmp2_fun,tmp2_amb,tmp2_shar,tmp2_like
221,1.0,0.0,7.0,9.0,9.0,7.0,9.0,15.56,17.78,17.78,17.78,17.78,13.33,3.0,5.0,6.0,4.0,5.0,5.0,3.0
222,1.0,0.0,4.0,9.0,9.0,7.0,4.0,9.52,19.05,23.81,19.05,4.76,23.81,2.5555555555555554,7.666666666666667,8.555555555555555,4.222222222222222,5.666666666666667,3.5555555555555554,4.555555555555555
223,1.0,0.0,7.0,8.0,9.0,7.0,6.0,17.39,17.39,19.57,19.57,10.87,15.22,5.25,8.5,8.5,5.5,7.75,6.25,6.25
224,1.0,0.0,8.0,10.0,8.0,8.0,8.0,17.24,17.24,17.24,17.24,13.79,17.24,5.75,8.625,9.0,6.125,8.125,5.875,5.875
225,1.0,0.0,5.0,9.0,6.0,7.0,7.0,14.71,14.71,14.71,14.71,20.59,20.59,7.5,7.5,8.0,7.0,8.0,6.0,6.5
226,1.0,0.18181818181818182,10.0,10.0,10.0,10.0,10.0,25.64,17.95,15.380000000000003,20.51,10.26,10.26,9.444444444444445,8.11111111111111,8.0,8.333333333333334,8.555555555555555,6.555555555555555,8.0
227,1.0,0.09090909090909091,7.0,10.0,10.0,8.0,10.0,20.0,16.0,18.0,16.0,16.0,14.0,6.9,7.4,7.1,7.0,7.7,5.2,6.5
228,1.0,0.0,5.0,8.0,7.0,4.0,8.0,13.51,18.92,21.62,13.51,13.51,18.92,8.0,8.0,8.0,8.0,8.0,5.0,6.0
229,1.0,0.18181818181818182,8.0,7.0,10.0,5.0,10.0,21.43,16.67,21.43,16.67,11.9,11.9,7.444444444444445,7.0,8.555555555555555,7.444444444444445,8.777777777777779,5.666666666666667,6.777777777777778
230,1.0,0.18181818181818182,6.0,6.0,6.0,6.0,6.0,23.81,23.81,23.81,23.81,2.38,2.38,5.2,7.3,6.8,6.4,7.5,5.2,5.0
231,1.0,0.5,8.0,8.0,9.0,8.0,3.0,18.6,20.93,23.26,23.26,2.33,11.63,6.5,8.5,8.5,9.0,7.5,7.0,7.5
232,1.0,0.0,8.0,8.0,8.0,8.0,6.0,17.78,17.78,17.78,17.78,13.33,15.56,5.0,8.25,7.75,5.5,7.0,5.625,5.125
234,0.0,0.0,7.0,7.0,8.0,8.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,6.333333333333333,8.666666666666666,7.333333333333333,7.333333333333333,7.0,5.333333333333333,7.0
235,0.0,0.0,6.0,9.0,8.0,9.0,9.0,15.0,15.0,20.0,20.0,20.0,10.0,8.0,7.5,6.5,6.5,6.0,4.5,6.0
236,0.0,0.0,7.0,9.0,8.0,10.0,8.0,15.0,20.0,15.0,20.0,15.0,15.0,7.0,7.0,5.0,3.0,7.0,3.0,3.0
237,0.0,0.0,8.0,10.0,8.0,7.0,8.0,10.0,20.0,20.0,20.0,20.0,10.0,2.0,6.0,8.0,4.0,3.0,1.0,3.0
238,0.0,0.5,10.0,9.0,9.0,10.0,8.0,15.0,20.0,20.0,15.0,15.0,15.0,7.0,7.5,7.0,7.0,7.5,5.5,6.5
239,0.0,0.5,7.0,9.0,9.0,7.0,4.0,10.0,25.0,20.0,20.0,5.0,20.0,6.0,8.0,8.5,4.5,5.5,3.0,5.0
240,0.0,0.0,3.0,8.0,3.0,5.0,6.0,10.0,30.0,30.0,10.0,10.0,10.0,6.0,6.0,4.0,8.0,3.0,4.0,7.0
241,0.0,0.0,8.0,10.0,8.0,8.0,8.0,90.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,5.0,5.0,4.0,3.0,5.0
244,1.0,0.25,7.0,10.0,10.0,7.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,7.5,7.0,6.75,7.75,6.5,6.5
245,1.0,0.3333333333333333,5.0,7.0,8.0,6.0,7.0,18.0,10.0,30.0,10.0,10.0,22.0,5.666666666666667,7.0,9.0,7.0,8.333333333333334,6.0,6.0
247,1.0,0.0,5.0,10.0,8.0,2.0,4.0,20.0,30.0,10.0,15.0,0.0,25.0,4.0,7.333333333333333,7.333333333333333,5.666666666666667,6.666666666666667,4.333333333333333,6.0
248,1.0,0.0,5.0,6.0,8.0,8.0,8.0,25.0,15.0,20.0,20.0,15.0,5.0,5.0,6.0,6.0,8.0,6.0,2.0,6.0
249,1.0,0.0,7.0,9.0,10.0,7.0,7.0,22.0,22.0,15.0,15.0,5.0,21.0,4.0,8.0,7.0,8.0,9.0,8.0,7.0
250,1.0,0.0,10.0,9.0,10.0,9.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,5.0,8.0,5.0,8.0,7.0,5.0
252,0.0,0.5,9.0,9.0,9.0,9.0,10.0,0.0,25.0,25.0,25.0,25.0,0.0,7.5,8.5,7.5,8.5,7.5,7.5,8.5
253,0.0,0.0,8.0,10.0,8.0,9.0,7.0,25.0,30.0,10.0,10.0,5.0,20.0,3.3333333333333335,5.0,5.666666666666667,5.0,6.0,3.0,3.6666666666666665
254,0.0,0.0,8.0,7.0,10.0,8.0,8.0,25.0,7.0,25.0,25.0,8.0,10.0,5.0,6.111111111111111,7.666666666666667,5.777777777777778,6.333333333333333,4.666666666666667,5.111111111111111
255,0.0,0.0,6.0,8.0,7.0,6.0,6.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.25,7.25,6.25,7.25,6.75,6.5
256,0.0,0.25,6.0,9.0,8.0,6.0,6.0,15.0,25.0,20.0,20.0,10.0,10.0,6.5,8.0,7.75,7.5,6.75,6.75,6.25
257,0.0,0.0,7.0,9.0,9.0,7.0,10.0,22.0,14.0,30.0,10.0,14.0,10.0,6.125,6.25,6.125,5.625,5.625,5.375,5.5
258,0.0,0.0,6.0,10.0,9.0,8.0,5.0,7.0,35.0,20.0,20.0,5.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5
259,0.0,0.1,7.0,9.0,8.0,8.0,9.0,15.0,18.0,19.0,19.0,17.0,12.0,6.0,5.125,7.25,5.375,7.125,6.0,5.25
260,0.0,0.5,6.0,9.0,9.0,7.0,6.0,19.0,20.0,19.0,14.0,13.0,15.0,6.25,6.5,6.75,5.25,6.0,5.5,5.75
261,0.0,0.25,5.0,8.0,7.0,7.0,8.0,15.0,20.0,20.0,20.0,15.0,10.0,5.0,5.25,6.25,4.75,6.0,5.25,5.25
262,0.0,0.0,6.0,10.0,9.0,5.0,3.0,10.0,40.0,20.0,20.0,0.0,10.0,4.222222222222222,6.666666666666667,7.333333333333333,5.333333333333333,6.333333333333333,4.444444444444445,5.666666666666667
263,0.0,1.0,8.0,8.0,8.0,8.0,5.0,20.0,20.0,20.0,10.0,20.0,10.0,7.0,9.0,9.0,8.0,7.5,7.0,7.5
264,0.0,0.2,8.0,7.0,9.0,8.0,5.0,15.0,15.0,25.0,20.0,5.0,20.0,5.111111111111111,6.111111111111111,6.555555555555555,5.666666666666667,5.333333333333333,4.666666666666667,5.333333333333333
265,0.0,0.1,7.0,9.0,10.0,7.0,10.0,15.0,5.0,45.0,10.0,15.0,10.0,4.5,6.3,7.2,3.7,5.5,4.7,4.9
266,0.0,0.0,8.0,8.0,7.0,7.0,4.0,25.0,20.0,20.0,25.0,0.0,10.0,7.444444444444445,7.444444444444445,7.777777777777778,6.888888888888889,6.222222222222222,5.555555555555555,7.055555555555555
267,0.0,0.0,7.0,6.0,7.0,5.0,7.0,20.0,30.0,10.0,15.0,10.0,15.0,6.75,7.25,6.75,6.5,5.75,6.0,5.5
268,0.0,1.0,9.0,9.0,9.0,8.0,9.0,30.0,20.0,20.0,10.0,15.0,5.0,8.5,8.5,9.0,7.0,8.0,8.0,8.5
269,0.0,0.2,8.0,8.0,8.0,6.0,7.0,20.0,10.0,30.0,15.0,15.0,10.0,7.555555555555555,7.666666666666667,8.0,6.777777777777778,6.888888888888889,5.888888888888889,7.333333333333333
270,0.0,0.0,5.0,4.0,8.0,7.0,6.0,16.0,16.0,19.0,17.0,14.0,18.0,5.75,6.25,7.75,6.0,6.25,6.5,6.0
271,0.0,0.0,9.0,10.0,9.0,10.0,10.0,10.0,15.0,40.0,15.0,10.0,10.0,6.0,5.666666666666667,5.555555555555555,5.333333333333333,5.555555555555555,4.0,4.888888888888889
272,0.0,0.0,9.0,10.0,9.0,10.0,10.0,25.0,20.0,25.0,25.0,5.0,0.0,7.444444444444445,6.222222222222222,5.444444444444445,5.777777777777778,5.888888888888889,4.555555555555555,6.0
273,1.0,0.0,7.0,10.0,7.0,5.0,7.0,30.0,25.0,18.0,18.0,4.0,5.0,5.777777777777778,6.666666666666667,7.333333333333333,5.444444444444445,6.555555555555555,5.0,5.222222222222222
274,1.0,1.0,7.0,7.0,9.0,10.0,9.0,30.0,10.0,20.0,20.0,10.0,10.0,6.0,6.0,6.5,7.0,7.0,7.0,7.0
275,1.0,0.0,10.0,7.0,10.0,6.0,10.0,25.0,10.0,25.0,5.0,10.0,25.0,6.444444444444445,6.333333333333333,7.333333333333333,5.222222222222222,6.777777777777778,5.0,5.0
276,1.0,0.0,7.0,6.0,10.0,7.0,8.0,24.0,16.0,28.0,14.0,8.0,10.0,5.6,5.8,7.5,5.9,5.9,4.7,6.4
277,1.0,0.0,4.0,8.0,8.0,8.0,5.0,60.0,20.0,0.0,20.0,0.0,0.0,6.777777777777778,5.777777777777778,7.444444444444445,6.666666666666667,6.333333333333333,6.0,7.222222222222222
278,1.0,0.0,8.0,8.0,8.0,8.0,8.0,25.0,15.0,20.0,25.0,10.0,5.0,4.555555555555555,6.111111111111111,7.444444444444445,5.444444444444445,6.666666666666667,3.5555555555555554,5.444444444444445
279,1.0,0.2,8.0,9.0,10.0,6.0,7.0,27.0,15.0,28.0,10.0,10.0,10.0,7.0,6.5,7.6,6.3,6.7,4.7,6.7
280,1.0,0.1,5.0,9.0,8.0,5.0,6.0,25.0,20.0,30.0,15.0,5.0,5.0,4.888888888888889,6.555555555555555,8.11111111111111,5.0,5.888888888888889,5.222222222222222,5.666666666666667
281,1.0,0.1,7.0,8.0,8.0,6.0,5.0,20.0,20.0,20.0,15.0,5.0,20.0,5.777777777777778,5.555555555555555,7.333333333333333,4.333333333333333,6.444444444444445,5.111111111111111,5.333333333333333
282,1.0,1.0,7.0,9.0,7.0,9.0,10.0,25.0,15.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0
283,1.0,0.0,9.0,9.0,9.0,9.0,9.0,50.0,10.0,10.0,10.0,10.0,10.0,4.333333333333333,7.0,7.0,5.0,6.0,4.5,5.666666666666667
285,1.0,0.0,8.0,10.0,10.0,10.0,8.0,20.0,20.0,25.0,25.0,5.0,5.0,4.0,10.0,10.0,3.0,3.0,2.0,5.0
287,1.0,0.0,7.0,10.0,7.0,5.0,10.0,35.0,40.0,5.0,5.0,7.0,8.0,5.0,5.285714285714286,5.714285714285714,4.857142857142857,6.142857142857143,4.714285714285714,4.571428571428571
288,1.0,0.2,5.0,8.0,8.0,7.0,7.0,20.0,20.0,15.0,25.0,10.0,10.0,6.444444444444445,7.0,7.111111111111111,6.555555555555555,7.111111111111111,5.222222222222222,6.222222222222222
289,1.0,0.14285714285714285,4.0,9.0,8.0,10.0,8.0,20.0,30.0,10.0,20.0,0.0,20.0,6.166666666666667,6.333333333333333,6.333333333333333,6.666666666666667,6.333333333333333,5.333333333333333,6.666666666666667
290,1.0,0.0,5.0,4.0,10.0,5.0,9.0,30.0,10.0,30.0,10.0,5.0,15.0,7.2,5.9,7.4,5.2,6.0,4.3,5.6
291,1.0,0.2857142857142857,6.0,9.0,9.0,7.0,9.0,20.0,20.0,15.0,15.0,12.0,18.0,4.857142857142857,6.714285714285714,7.571428571428571,6.0,7.571428571428571,6.142857142857143,6.0
292,1.0,1.0,8.0,10.0,10.0,8.0,10.0,20.0,18.0,20.0,17.0,10.0,15.0,10.0,8.0,9.0,10.0,10.0,7.0,9.0
293,1.0,0.5,7.0,10.0,9.0,9.0,9.0,23.0,18.0,21.0,18.0,10.0,10.0,4.5,8.0,8.5,4.5,8.5,4.0,5.0
294,0.0,0.0,9.0,10.0,9.0,7.0,7.0,20.0,20.0,35.0,5.0,10.0,10.0,7.5,8.0,8.5,6.5,5.5,6.5,8.0
295,0.0,0.0,7.0,10.0,8.0,8.0,8.0,10.0,18.0,20.0,16.0,16.0,20.0,5.285714285714286,6.714285714285714,6.857142857142857,5.142857142857143,5.428571428571429,3.857142857142857,4.857142857142857
296,0.0,0.3333333333333333,8.0,9.0,10.0,6.0,9.0,15.0,20.0,35.0,15.0,5.0,10.0,5.333333333333333,8.0,8.11111111111111,6.222222222222222,7.222222222222222,5.0,5.777777777777778
297,0.0,0.3333333333333333,8.0,10.0,8.0,9.0,9.0,25.0,25.0,15.0,15.0,10.0,10.0,7.25,6.75,6.5,6.625,6.125,5.125,6.5
298,0.0,0.0,7.0,10.0,10.0,9.0,10.0,10.0,30.0,20.0,10.0,15.0,15.0,5.777777777777778,7.333333333333333,7.222222222222222,5.888888888888889,5.666666666666667,4.111111111111111,5.555555555555555
299,0.0,0.0,6.0,9.0,8.0,9.0,9.0,10.0,40.0,10.0,20.0,10.0,10.0,6.5,7.0,7.0,6.0,6.5,6.5,7.5
300,0.0,0.2222222222222222,8.0,9.0,9.0,9.0,10.0,15.0,20.0,25.0,15.0,15.0,10.0,5.0,7.285714285714286,7.571428571428571,5.714285714285714,6.285714285714286,5.0,5.285714285714286
301,0.0,0.1111111111111111,9.0,9.0,9.0,8.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,5.777777777777778,7.555555555555555,8.333333333333334,6.777777777777778,7.111111111111111,5.0,6.111111111111111
302,0.0,0.0,8.0,8.0,8.0,8.0,10.0,50.0,5.0,20.0,10.0,5.0,10.0,4.777777777777778,6.0,5.666666666666667,6.555555555555555,6.111111111111111,4.555555555555555,4.777777777777778
303,0.0,0.1111111111111111,8.0,10.0,8.0,9.0,6.0,20.0,25.0,25.0,10.0,15.0,5.0,7.0,7.0,7.625,6.875,6.375,6.375,6.875
304,0.0,0.1111111111111111,6.0,10.0,8.0,10.0,8.0,5.0,20.0,25.0,25.0,15.0,10.0,6.777777777777778,7.444444444444445,7.111111111111111,7.888888888888889,6.111111111111111,5.222222222222222,6.777777777777778
305,0.0,0.0,7.0,9.0,9.0,8.0,5.0,10.0,47.0,16.0,12.0,3.0,12.0,6.5,8.0,7.0,6.0,6.0,7.0,7.0
306,0.0,0.0,6.0,9.0,8.0,8.0,8.0,16.0,20.0,19.0,16.0,18.0,11.0,8.0,7.5,7.5,6.0,8.0,7.0,8.0
307,0.0,0.0,5.0,8.0,8.0,7.0,8.0,10.0,20.0,20.0,15.0,20.0,15.0,6.5,8.5,7.5,7.5,6.0,6.5,8.0
308,1.0,0.0,7.0,10.0,8.0,8.0,7.0,17.0,19.0,18.0,17.0,11.0,18.0,5.8,8.2,8.6,7.4,7.6,6.0,7.8
309,1.0,0.2,7.0,8.0,9.0,9.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,7.142857142857143,8.142857142857142,8.857142857142858,6.857142857142857,7.714285714285714,6.285714285714286,7.0
310,1.0,0.1111111111111111,7.0,6.0,7.0,8.0,4.0,24.0,15.0,20.0,20.0,8.0,13.0,6.285714285714286,6.857142857142857,7.857142857142857,4.285714285714286,6.285714285714286,3.142857142857143,4.142857142857143
311,1.0,0.0,9.0,9.0,9.0,10.0,3.0,50.0,20.0,10.0,10.0,5.0,5.0,8.1,7.8,7.6,7.0,7.4,5.9,7.6
312,1.0,0.0,8.0,7.0,9.0,7.0,9.0,25.0,5.0,30.0,15.0,5.0,20.0,6.666666666666667,7.666666666666667,7.888888888888889,6.555555555555555,7.333333333333333,7.0,6.555555555555555
313,1.0,0.14285714285714285,7.0,8.0,8.0,8.0,6.0,19.0,13.0,18.0,18.0,10.0,22.0,7.142857142857143,8.142857142857142,8.285714285714286,8.0,7.0,7.142857142857143,7.857142857142857
315,1.0,0.0,6.0,10.0,8.0,6.0,7.0,6.67,19.05,42.86,9.52,14.290000000000001,7.62,6.142857142857143,7.285714285714286,8.142857142857142,5.571428571428571,7.285714285714286,5.285714285714286,6.0
316,1.0,0.3333333333333333,6.0,8.0,8.0,7.0,9.0,25.0,20.0,15.0,25.0,10.0,5.0,7.714285714285714,7.714285714285714,8.142857142857142,8.428571428571429,8.285714285714286,6.857142857142857,7.571428571428571
317,1.0,0.2222222222222222,7.0,3.0,8.0,8.0,5.0,50.0,0.0,20.0,20.0,0.0,10.0,8.285714285714286,8.0,8.0,8.857142857142858,7.571428571428571,7.142857142857143,8.0
319,1.0,0.3333333333333333,5.0,10.0,9.0,6.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,7.714285714285714,8.0,6.428571428571429,6.714285714285714,6.142857142857143,6.0
321,1.0,0.0,6.0,8.0,7.0,7.0,8.0,30.0,15.0,15.0,20.0,10.0,10.0,6.142857142857143,6.571428571428571,7.571428571428571,6.857142857142857,7.714285714285714,5.571428571428571,6.428571428571429
323,0.0,0.5,7.0,9.0,8.0,6.0,3.0,10.0,20.0,20.0,20.0,10.0,20.0,8.0,8.5,8.0,6.5,7.0,7.5,7.5
324,0.0,0.3333333333333333,9.0,9.0,9.0,9.0,8.0,40.0,10.0,15.0,20.0,10.0,5.0,6.5,7.0,7.0,7.0,6.0,5.5,6.5
325,0.0,0.0,7.0,9.0,8.0,7.0,8.0,10.0,20.0,20.0,10.0,10.0,30.0,6.0,8.0,8.0,7.0,5.0,6.0,4.0
327,0.0,0.0,7.0,7.0,8.0,9.0,10.0,15.0,10.0,20.0,20.0,20.0,15.0,8.0,8.0,8.0,7.666666666666667,7.0,7.666666666666667,8.0
328,0.0,0.0,7.0,10.0,10.0,8.0,10.0,22.0,12.0,30.0,25.0,10.0,1.0,6.666666666666667,7.333333333333333,7.0,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333
329,0.0,0.0,8.0,9.0,8.0,5.0,8.0,15.0,22.0,22.0,16.0,15.0,10.0,5.5,7.5,7.0,5.5,6.0,4.5,5.5
330,0.0,0.0,8.0,10.0,7.0,9.0,9.0,15.0,25.0,15.0,20.0,10.0,15.0,7.5,7.5,8.0,6.5,7.0,6.5,6.5
331,0.0,0.0,7.0,9.0,7.0,9.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0,5.5,6.5,5.0,4.0,6.0,5.5,5.0
332,1.0,0.5,5.0,10.0,6.0,6.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0,4.5,8.0,8.0,6.0,6.0,4.0,5.0
333,1.0,0.0,7.0,4.0,9.0,7.0,9.0,50.0,5.0,15.0,20.0,10.0,0.0,7.0,7.333333333333333,6.666666666666667,7.333333333333333,5.666666666666667,5.0,7.666666666666667
334,1.0,0.0,8.0,7.0,8.0,8.0,9.0,40.0,10.0,15.0,10.0,10.0,15.0,7.0,7.5,7.0,7.0,6.5,6.0,6.5
335,1.0,0.0,8.0,7.0,8.0,9.0,8.0,20.0,10.0,20.0,20.0,15.0,15.0,6.0,7.6,8.2,6.6,8.0,5.6,5.2
336,1.0,0.0,5.0,9.0,7.0,7.0,9.0,20.0,15.0,30.0,10.0,15.0,10.0,6.0,7.0,6.0,8.0,5.0,5.0,5.0
337,1.0,0.0,6.0,6.0,6.0,6.0,6.0,17.0,17.0,17.0,17.0,16.0,16.0,5.4,8.2,8.0,6.8,6.4,4.6,6.6
341,0.0,0.0,7.0,9.0,7.0,9.0,9.0,20.0,20.0,20.0,20.0,20.0,0.0,7.25,7.5,7.0,6.5,6.0,5.75,6.25
342,0.0,0.0,10.0,10.0,10.0,10.0,10.0,40.0,15.0,25.0,5.0,15.0,0.0,6.0,7.0,7.0,9.0,8.0,7.0,6.0
343,0.0,0.4,4.0,8.0,10.0,6.0,7.0,5.0,25.0,20.0,10.0,15.0,25.0,5.555555555555555,7.666666666666667,7.777777777777778,5.888888888888889,7.222222222222222,6.0,6.111111111111111
344,0.0,0.5,7.0,7.0,8.0,8.0,9.0,15.0,15.0,15.0,20.0,20.0,15.0,7.5,8.0,8.5,10.0,8.5,9.0,7.5
