iid,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb,tmp_sha,tmp2_attr,tmp2_sinc,tmp2_intel,tmp2_fun,tmp2_amb,tmp2_shar,tmp2_like,condtn,round,int_corr,age_o,age,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1
17,1.0,0.0,7.0,7.0,8.0,6.0,4.0,35.0,15.0,25.0,10.0,5.0,10.0,6.5,7.833333333333333,8.833333333333334,6.0,7.5,7.0,6.666666666666667,1.0,10.0,0.18333333333333332,30.0,24.0,24.015,12.196666666666667,24.545,22.19666666666667,9.696666666666667,7.348333333333334,25.0,10.0,10.0,15.0,10.0,10.0,45.0,6.666666666666667,15.0,25.833333333333332,3.3333333333333335,4.166666666666667,7.0,8.0,8.0,8.0,8.0
18,1.0,0.16666666666666666,6.0,8.0,8.0,6.0,9.0,33.33,11.11,11.11,11.11,11.11,22.22,5.333333333333333,7.166666666666667,7.5,5.333333333333333,7.333333333333333,6.0,5.833333333333333,1.0,10.0,0.1366666666666667,27.0,24.0,24.015,12.196666666666667,24.545,22.19666666666667,9.696666666666667,7.348333333333334,25.0,10.0,10.0,15.0,10.0,10.0,45.0,6.666666666666667,15.0,25.833333333333332,3.3333333333333335,4.166666666666667,7.0,8.0,8.0,8.0,8.0
19,1.0,0.8333333333333334,10.0,6.0,10.0,10.0,10.0,50.0,0.0,25.0,10.0,0.0,15.0,8.166666666666666,7.5,8.0,9.0,7.333333333333333,8.166666666666666,7.833333333333333,1.0,10.0,-0.10333333333333332,28.0,24.0,24.015,12.196666666666667,24.545,22.19666666666667,9.696666666666667,7.348333333333334,25.0,10.0,10.0,15.0,10.0,10.0,45.0,6.666666666666667,15.0,25.833333333333332,3.3333333333333335,4.166666666666667,7.0,8.0,8.0,8.0,8.0
20,1.0,0.16666666666666666,7.0,7.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,7.833333333333333,7.333333333333333,8.333333333333334,8.333333333333334,8.166666666666666,7.333333333333333,8.833333333333334,1.0,10.0,-0.07666666666666666,24.0,24.0,24.015,12.196666666666667,24.545,22.19666666666667,9.696666666666667,7.348333333333334,25.0,10.0,10.0,15.0,10.0,10.0,45.0,6.666666666666667,15.0,25.833333333333332,3.3333333333333335,4.166666666666667,7.0,8.0,8.0,8.0,8.0
21,0.0,0.0,5.0,9.0,9.0,7.0,10.0,12.0,18.0,20.0,16.0,16.0,18.0,4.25,8.0,8.0,5.0,6.0,4.75,5.25,2.0,19.0,0.05250000000000002,21.0,25.75,23.75,21.25,18.75,21.25,6.25,8.75,25.0,10.0,10.0,15.0,10.0,10.0,33.75,13.75,13.75,23.75,7.5,7.5,7.0,8.0,8.0,8.0,8.0
22,0.0,0.0,7.0,8.0,8.0,7.0,7.0,20.0,20.0,20.0,10.0,10.0,20.0,5.5,8.0,8.0,6.5,8.5,7.0,7.0,2.0,19.0,0.14,27.0,25.0,27.5,17.5,22.5,12.5,10.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,40.0,15.0,12.5,7.5,15.0,10.0,7.0,8.0,8.0,8.0,8.0
23,0.0,0.0,5.0,8.0,7.0,6.0,8.0,10.0,20.0,40.0,10.0,10.0,10.0,6.5,7.5,7.0,7.25,7.0,4.5,5.0,2.0,19.0,0.11499999999999999,21.0,25.75,23.75,21.25,18.75,21.25,6.25,8.75,25.0,10.0,10.0,15.0,10.0,10.0,33.75,13.75,13.75,23.75,7.5,7.5,7.0,8.0,8.0,8.0,8.0
24,0.0,0.0,7.0,9.0,8.0,9.0,8.0,10.0,20.0,20.0,15.0,20.0,15.0,6.5,6.7,7.4,6.1,6.6,5.4,6.1,2.0,19.0,0.125,27.0,25.4,26.5,20.0,24.0,18.5,4.5,8.5,25.0,10.0,10.0,15.0,10.0,10.0,25.0,17.0,18.5,19.0,12.0,8.5,7.0,8.0,8.0,8.0,8.0
25,0.0,0.0,7.0,9.0,8.0,7.0,6.0,20.0,20.0,15.0,15.0,15.0,15.0,7.8,6.8,6.8,7.1,5.8,4.6,6.85,2.0,19.0,-0.005999999999999996,25.0,25.4,26.5,20.0,24.0,18.5,4.5,8.5,25.0,10.0,10.0,15.0,10.0,10.0,25.0,17.0,18.5,19.0,12.0,8.5,7.0,8.0,8.0,8.0,8.0
26,0.0,0.0,7.0,8.0,8.0,8.0,8.0,20.0,20.0,20.0,15.0,15.0,10.0,7.7,6.8,7.2,7.4,6.2,6.0,7.45,2.0,19.0,0.119,23.0,25.4,26.5,20.0,24.0,18.5,4.5,8.5,25.0,10.0,10.0,15.0,10.0,10.0,25.0,17.0,18.5,19.0,12.0,8.5,7.0,8.0,8.0,8.0,8.0
28,0.0,0.1,7.0,8.0,8.0,8.0,8.0,20.0,18.37,20.0,18.0,10.0,10.64,6.1,6.8,6.6,5.5,5.9,5.4,6.2,2.0,19.0,0.21000000000000002,26.0,25.4,26.5,20.0,24.0,18.5,4.5,8.5,25.0,10.0,10.0,15.0,10.0,10.0,25.0,17.0,18.5,19.0,12.0,8.5,7.0,8.0,8.0,8.0,8.0
29,0.0,0.2,6.0,9.0,7.0,8.0,8.0,20.0,22.0,18.0,15.0,15.0,10.0,5.7,7.0,6.4,6.0,6.4,4.7,6.1,2.0,19.0,0.05,22.0,25.4,26.5,20.0,24.0,18.5,4.5,8.5,25.0,10.0,10.0,15.0,10.0,10.0,25.0,17.0,18.5,19.0,12.0,8.5,7.0,8.0,8.0,8.0,8.0
30,0.0,0.0,7.0,8.0,8.0,9.0,8.0,10.0,20.0,20.0,20.0,20.0,10.0,5.7,6.4,6.8,5.4,6.8,4.5,5.6,2.0,19.0,0.019999999999999997,23.0,25.4,26.5,20.0,24.0,18.5,4.5,8.5,25.0,10.0,10.0,15.0,10.0,10.0,25.0,17.0,18.5,19.0,12.0,8.5,7.0,8.0,8.0,8.0,8.0
31,0.0,0.1,8.0,8.0,8.0,9.0,9.0,35.0,10.0,20.0,20.0,10.0,5.0,7.8,7.1,7.3,6.4,6.9,5.9,7.3,2.0,19.0,-0.060999999999999985,24.0,25.4,26.5,20.0,24.0,18.5,4.5,8.5,25.0,10.0,10.0,15.0,10.0,10.0,25.0,17.0,18.5,19.0,12.0,8.5,7.0,8.0,8.0,8.0,8.0
32,0.0,0.0,7.0,5.0,9.0,9.0,7.0,50.0,0.0,50.0,0.0,0.0,0.0,7.5,9.0,9.5,8.0,8.75,5.0,6.0,2.0,19.0,0.0675,27.0,25.75,23.75,21.25,18.75,21.25,6.25,8.75,25.0,10.0,10.0,15.0,10.0,10.0,33.75,13.75,13.75,23.75,7.5,7.5,7.0,8.0,8.0,8.0,8.0
33,0.0,0.0,6.0,8.0,8.0,6.0,8.0,30.0,20.0,30.0,10.0,0.0,10.0,5.5,7.1,7.4,5.9,6.7,5.5,5.8,2.0,19.0,-0.13799999999999998,30.0,25.4,26.5,20.0,24.0,18.5,4.5,8.5,25.0,10.0,10.0,15.0,10.0,10.0,25.0,17.0,18.5,19.0,12.0,8.5,7.0,8.0,8.0,8.0,8.0
34,0.0,0.25,7.0,7.0,7.0,7.0,8.0,30.0,5.0,30.0,15.0,15.0,5.0,8.0,8.5,7.5,7.5,7.25,4.75,6.0,2.0,19.0,0.03749999999999999,21.0,25.75,23.75,21.25,18.75,21.25,6.25,8.75,25.0,10.0,10.0,15.0,10.0,10.0,33.75,13.75,13.75,23.75,7.5,7.5,7.0,8.0,8.0,8.0,8.0
35,0.0,0.3,8.0,9.0,9.0,9.0,7.0,20.0,23.0,23.0,22.0,7.0,5.0,7.6,6.3,7.7,5.4,7.1,5.3,6.4,2.0,19.0,0.044000000000000004,25.0,25.4,26.5,20.0,24.0,18.5,4.5,8.5,25.0,10.0,10.0,15.0,10.0,10.0,25.0,17.0,18.5,19.0,12.0,8.5,7.0,8.0,8.0,8.0,8.0
36,0.0,0.1,8.0,7.0,8.0,8.0,6.0,20.0,25.0,20.0,15.0,15.0,5.0,6.5,6.8,7.0,5.9,6.9,5.2,6.2,2.0,19.0,0.21799999999999997,26.0,25.4,26.5,20.0,24.0,18.5,4.5,8.5,25.0,10.0,10.0,15.0,10.0,10.0,25.0,17.0,18.5,19.0,12.0,8.5,7.0,8.0,8.0,8.0,8.0
37,0.0,0.2,7.0,8.0,9.0,7.0,5.0,10.0,10.0,30.0,25.0,10.0,15.0,5.0,6.7,7.2,5.4,6.6,5.4,5.9,2.0,19.0,0.188,27.0,25.4,26.5,20.0,24.0,18.5,4.5,8.5,25.0,10.0,10.0,15.0,10.0,10.0,25.0,17.0,18.5,19.0,12.0,8.5,7.0,8.0,8.0,8.0,8.0
38,0.0,1.0,8.0,2.0,8.0,7.0,8.0,50.0,10.0,20.0,10.0,10.0,0.0,7.0,8.5,8.5,8.5,8.5,8.0,8.5,2.0,19.0,0.26,23.0,25.0,27.5,17.5,22.5,12.5,10.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,40.0,15.0,12.5,7.5,15.0,10.0,7.0,8.0,8.0,8.0,8.0
40,1.0,0.0,3.0,10.0,9.0,8.0,5.0,25.0,20.0,25.0,20.0,10.0,0.0,4.75,6.75,6.25,7.0,5.5,6.5,6.75,2.0,16.0,-0.012500000000000002,25.0,22.5,25.5,10.75,35.0,10.25,10.25,8.25,25.0,10.0,10.0,15.0,10.0,10.0,47.5,10.0,13.75,15.0,3.75,10.0,7.0,8.0,8.0,8.0,8.0
41,1.0,0.0,5.0,7.0,8.0,5.0,5.0,30.0,20.0,10.0,30.0,0.0,10.0,5.0,6.75,7.5,5.5,7.0,6.25,6.5,2.0,16.0,-0.165,30.0,22.5,25.5,10.75,35.0,10.25,10.25,8.25,25.0,10.0,10.0,15.0,10.0,10.0,47.5,10.0,13.75,15.0,3.75,10.0,7.0,8.0,8.0,8.0,8.0
42,1.0,0.0,6.0,9.0,8.0,6.0,4.0,20.0,25.0,20.0,15.0,10.0,10.0,6.0,6.25,6.5,6.75,7.0,6.0,6.625,2.0,16.0,0.44,23.0,22.5,25.5,10.75,35.0,10.25,10.25,8.25,25.0,10.0,10.0,15.0,10.0,10.0,47.5,10.0,13.75,15.0,3.75,10.0,7.0,8.0,8.0,8.0,8.0
43,1.0,0.0,3.0,8.0,7.0,3.0,2.0,25.0,35.0,30.0,10.0,0.0,0.0,4.181818181818182,6.0,6.454545454545454,4.181818181818182,6.0,4.2727272727272725,4.545454545454546,2.0,16.0,0.008181818181818179,24.0,25.272727272727273,19.545454545454547,18.925454545454546,21.454545454545453,17.272727272727273,12.454545454545455,10.058181818181819,25.0,10.0,10.0,15.0,10.0,10.0,39.09090909090909,9.636363636363637,11.454545454545455,19.636363636363637,9.636363636363637,10.090909090909092,7.0,8.0,8.0,8.0,8.0
44,1.0,0.18181818181818182,7.0,9.0,9.0,8.0,9.0,25.0,15.0,25.0,25.0,15.0,15.0,4.909090909090909,6.454545454545454,6.7272727272727275,4.818181818181818,6.454545454545454,4.0,5.0,2.0,16.0,0.07181818181818182,24.0,25.272727272727273,19.545454545454547,18.925454545454546,21.454545454545453,17.272727272727273,12.454545454545455,10.058181818181819,25.0,10.0,10.0,15.0,10.0,10.0,39.09090909090909,9.636363636363637,11.454545454545455,19.636363636363637,9.636363636363637,10.090909090909092,7.0,8.0,8.0,8.0,8.0
45,1.0,0.18181818181818182,7.0,8.0,8.0,6.0,7.0,25.0,15.0,25.0,15.0,0.0,20.0,5.090909090909091,6.0,6.636363636363637,3.727272727272727,6.363636363636363,4.363636363636363,5.0,2.0,16.0,-0.11363636363636363,28.0,25.272727272727273,19.545454545454547,18.925454545454546,21.454545454545453,17.272727272727273,12.454545454545455,10.058181818181819,25.0,10.0,10.0,15.0,10.0,10.0,39.09090909090909,9.636363636363637,11.454545454545455,19.636363636363637,9.636363636363637,10.090909090909092,7.0,8.0,8.0,8.0,8.0
46,1.0,0.18181818181818182,7.0,8.0,7.0,5.0,7.0,20.0,35.0,20.0,10.0,10.0,5.0,7.363636363636363,6.545454545454546,7.181818181818182,6.454545454545454,6.2727272727272725,5.818181818181818,6.681818181818182,2.0,16.0,0.006363636363636362,26.0,25.272727272727273,19.545454545454547,18.925454545454546,21.454545454545453,17.272727272727273,12.454545454545455,10.058181818181819,25.0,10.0,10.0,15.0,10.0,10.0,39.09090909090909,9.636363636363637,11.454545454545455,19.636363636363637,9.636363636363637,10.090909090909092,7.0,8.0,8.0,8.0,8.0
47,1.0,0.0,8.0,7.0,9.0,9.0,3.0,20.0,20.0,25.0,25.0,5.0,5.0,3.6363636363636362,5.545454545454546,6.2727272727272725,5.636363636363637,6.181818181818182,4.545454545454546,5.0,2.0,16.0,0.009090909090909094,30.0,25.272727272727273,19.545454545454547,18.925454545454546,21.454545454545453,17.272727272727273,12.454545454545455,10.058181818181819,25.0,10.0,10.0,15.0,10.0,10.0,39.09090909090909,9.636363636363637,11.454545454545455,19.636363636363637,9.636363636363637,10.090909090909092,7.0,8.0,8.0,8.0,8.0
48,1.0,0.09090909090909091,7.0,9.0,7.0,6.0,6.0,30.0,15.0,25.0,25.0,5.0,0.0,6.909090909090909,6.363636363636363,6.090909090909091,7.0,5.818181818181818,5.7272727272727275,6.2727272727272725,2.0,16.0,0.3145454545454545,22.0,25.272727272727273,19.545454545454547,18.925454545454546,21.454545454545453,17.272727272727273,12.454545454545455,10.058181818181819,25.0,10.0,10.0,15.0,10.0,10.0,39.09090909090909,9.636363636363637,11.454545454545455,19.636363636363637,9.636363636363637,10.090909090909092,7.0,8.0,8.0,8.0,8.0
49,1.0,0.25,7.0,10.0,10.0,10.0,8.0,20.0,20.0,20.0,20.0,5.0,15.0,7.25,8.0,8.25,8.0,7.25,6.75,7.75,2.0,16.0,0.010000000000000004,25.0,22.5,25.5,10.75,35.0,10.25,10.25,8.25,25.0,10.0,10.0,15.0,10.0,10.0,47.5,10.0,13.75,15.0,3.75,10.0,7.0,8.0,8.0,8.0,8.0
50,1.0,0.5,8.0,9.0,10.0,9.0,8.0,35.0,10.0,20.0,15.0,10.0,10.0,6.5,7.0,7.5,8.0,8.0,7.0,6.5,2.0,16.0,0.265,27.0,25.0,35.0,15.0,20.0,10.0,10.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,60.0,7.5,7.5,12.5,5.0,7.5,7.0,8.0,8.0,8.0,8.0
51,1.0,0.09090909090909091,6.0,8.0,10.0,2.0,2.0,25.0,10.0,35.0,15.0,0.0,15.0,5.909090909090909,5.409090909090909,6.636363636363637,4.545454545454546,6.5,5.454545454545454,5.409090909090909,2.0,16.0,-0.08363636363636363,23.0,25.272727272727273,19.545454545454547,18.925454545454546,21.454545454545453,17.272727272727273,12.454545454545455,10.058181818181819,25.0,10.0,10.0,15.0,10.0,10.0,39.09090909090909,9.636363636363637,11.454545454545455,19.636363636363637,9.636363636363637,10.090909090909092,7.0,8.0,8.0,8.0,8.0
52,1.0,0.09090909090909091,5.0,8.0,8.0,6.0,7.0,15.0,20.0,15.0,30.0,5.0,15.0,4.2727272727272725,6.818181818181818,7.2727272727272725,5.636363636363637,6.363636363636363,5.818181818181818,6.090909090909091,2.0,16.0,0.10090909090909089,21.0,25.272727272727273,19.545454545454547,18.925454545454546,21.454545454545453,17.272727272727273,12.454545454545455,10.058181818181819,25.0,10.0,10.0,15.0,10.0,10.0,39.09090909090909,9.636363636363637,11.454545454545455,19.636363636363637,9.636363636363637,10.090909090909092,7.0,8.0,8.0,8.0,8.0
53,1.0,0.09090909090909091,8.0,9.0,8.0,8.0,8.0,40.0,15.0,20.0,10.0,5.0,10.0,7.454545454545454,7.363636363636363,7.454545454545454,6.0,7.181818181818182,5.909090909090909,7.2272727272727275,2.0,16.0,0.2081818181818182,28.0,25.272727272727273,19.545454545454547,18.925454545454546,21.454545454545453,17.272727272727273,12.454545454545455,10.058181818181819,25.0,10.0,10.0,15.0,10.0,10.0,39.09090909090909,9.636363636363637,11.454545454545455,19.636363636363637,9.636363636363637,10.090909090909092,7.0,8.0,8.0,8.0,8.0
54,1.0,0.0,8.0,9.0,8.0,8.0,8.0,40.0,20.0,20.0,20.0,0.0,0.0,4.363636363636363,6.090909090909091,6.5,4.545454545454546,6.181818181818182,5.454545454545454,5.090909090909091,2.0,16.0,0.17727272727272728,28.0,25.272727272727273,19.545454545454547,18.925454545454546,21.454545454545453,17.272727272727273,12.454545454545455,10.058181818181819,25.0,10.0,10.0,15.0,10.0,10.0,39.09090909090909,9.636363636363637,11.454545454545455,19.636363636363637,9.636363636363637,10.090909090909092,7.0,8.0,8.0,8.0,8.0
55,1.0,0.5,6.0,10.0,9.0,10.0,10.0,20.0,25.0,25.0,10.0,10.0,10.0,7.0,7.5,7.5,7.5,8.0,7.5,8.0,2.0,16.0,0.135,23.0,25.0,35.0,15.0,20.0,10.0,10.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,60.0,7.5,7.5,12.5,5.0,7.5,7.0,8.0,8.0,8.0,8.0
56,0.0,0.3333333333333333,10.0,10.0,8.0,9.0,5.0,17.0,18.0,18.0,15.0,17.0,15.0,7.666666666666667,7.333333333333333,6.833333333333333,7.0,7.166666666666667,5.333333333333333,6.666666666666667,1.0,10.0,-0.011666666666666659,23.0,24.0,36.0,10.833333333333334,19.833333333333332,20.833333333333332,5.833333333333333,6.666666666666667,25.0,10.0,10.0,15.0,10.0,10.0,33.333333333333336,8.333333333333334,17.5,23.333333333333332,9.166666666666666,8.333333333333334,7.0,8.0,8.0,8.0,8.0
57,0.0,0.16666666666666666,6.0,10.0,9.0,10.0,10.0,10.0,20.0,20.0,20.0,15.0,15.0,5.5,7.666666666666667,7.0,6.166666666666667,6.166666666666667,5.5,6.0,1.0,10.0,-0.07166666666666664,22.0,24.0,36.0,10.833333333333334,19.833333333333332,20.833333333333332,5.833333333333333,6.666666666666667,25.0,10.0,10.0,15.0,10.0,10.0,33.333333333333336,8.333333333333334,17.5,23.333333333333332,9.166666666666666,8.333333333333334,7.0,8.0,8.0,8.0,8.0
60,0.0,0.0,7.0,9.0,9.0,9.0,9.0,5.0,20.0,25.0,15.0,15.0,20.0,5.5,6.0,6.0,8.0,6.0,5.5,5.5,1.0,10.0,0.15999999999999998,29.0,23.0,20.0,17.5,20.0,20.0,7.5,10.0,25.0,10.0,10.0,15.0,10.0,10.0,16.0,17.5,16.0,20.0,15.5,15.0,7.0,8.0,8.0,8.0,8.0
61,0.0,0.16666666666666666,7.0,10.0,10.0,7.0,7.0,15.0,15.0,20.0,15.0,15.0,20.0,4.333333333333333,7.666666666666667,8.166666666666666,5.5,6.333333333333333,4.5,5.666666666666667,1.0,10.0,-0.021666666666666667,28.0,24.0,36.0,10.833333333333334,19.833333333333332,20.833333333333332,5.833333333333333,6.666666666666667,25.0,10.0,10.0,15.0,10.0,10.0,33.333333333333336,8.333333333333334,17.5,23.333333333333332,9.166666666666666,8.333333333333334,7.0,8.0,8.0,8.0,8.0
62,0.0,0.0,9.0,9.0,9.0,9.0,9.0,30.0,10.0,20.0,20.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0,5.0,8.0,1.0,10.0,0.27,26.0,29.0,20.0,25.0,15.0,15.0,53.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,15.0,20.0,20.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,8.0
65,0.0,0.0,7.0,9.0,8.0,9.0,9.0,17.0,17.0,17.0,17.0,17.0,15.0,6.5,6.5,6.5,8.0,6.5,6.0,6.0,1.0,10.0,0.035,23.0,23.0,20.0,17.5,20.0,20.0,7.5,10.0,25.0,10.0,10.0,15.0,10.0,10.0,16.0,17.5,16.0,20.0,15.5,15.0,7.0,8.0,8.0,8.0,8.0
66,1.0,0.0,6.0,7.0,8.0,7.0,8.0,20.0,25.0,15.0,15.0,53.0,20.0,6.0,7.0,7.0,7.0,8.0,6.0,6.0,1.0,10.0,0.27,29.0,26.0,30.0,10.0,20.0,20.0,10.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,60.0,5.0,5.0,10.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0
67,1.0,0.0,5.0,7.0,7.0,6.0,7.0,20.0,15.0,20.0,20.0,5.0,10.0,6.5,8.5,8.5,5.0,7.0,4.5,5.0,1.0,10.0,-0.2,22.0,26.0,11.0,18.5,21.0,16.0,16.0,17.5,25.0,10.0,10.0,15.0,10.0,10.0,40.0,14.0,14.0,12.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0
