iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,group,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb
62,66.0,3.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,20.0,25.0,15.0,15.0,53.0,1.0,30.0,10.0,20.0,20.0,10.0
65,71.0,3.0,0.0,0.0,7.0,9.0,8.0,9.0,9.0,20.0,17.5,20.0,20.0,7.5,1.0,17.0,17.0,17.0,17.0,17.0
66,62.0,3.0,1.0,0.0,6.0,7.0,8.0,7.0,8.0,30.0,10.0,20.0,20.0,10.0,1.0,20.0,25.0,15.0,15.0,53.0
67,62.5,3.0,1.0,0.0,5.0,7.0,7.0,6.0,7.0,11.0,18.5,21.0,16.0,16.0,1.0,20.0,15.0,20.0,20.0,5.0
69,58.0,3.0,1.0,0.3333333333333333,5.0,9.0,8.0,5.0,8.0,14.0,17.666666666666668,19.333333333333332,16.666666666666668,15.666666666666666,1.0,50.0,10.0,30.0,10.0,0.0
70,58.0,3.0,1.0,0.3333333333333333,8.0,6.0,9.0,8.0,6.0,14.0,17.666666666666668,19.333333333333332,16.666666666666668,15.666666666666666,1.0,25.0,10.0,20.0,20.0,15.0
71,58.0,3.0,1.0,0.6666666666666666,6.0,8.0,10.0,8.0,10.0,14.0,17.666666666666668,19.333333333333332,16.666666666666668,15.666666666666666,1.0,60.0,15.0,0.0,15.0,0.0
72,58.0,3.0,1.0,0.0,7.0,9.0,8.0,8.0,8.0,14.0,17.666666666666668,19.333333333333332,16.666666666666668,15.666666666666666,1.0,21.0,20.0,19.0,20.0,10.0
73,58.0,3.0,1.0,0.0,7.0,7.0,7.0,8.0,8.0,14.0,17.666666666666668,19.333333333333332,16.666666666666668,15.666666666666666,1.0,30.0,10.0,20.0,30.0,0.0
74,58.0,3.0,1.0,0.0,7.0,9.0,8.0,9.0,7.0,14.0,17.666666666666668,19.333333333333332,16.666666666666668,15.666666666666666,1.0,30.0,0.0,30.0,30.0,10.0
75,62.5,3.0,1.0,0.0,7.0,7.0,8.0,8.0,8.0,11.0,18.5,21.0,16.0,16.0,1.0,20.0,20.0,20.0,20.0,10.0
76,102.3,4.0,0.0,0.2,6.0,6.0,8.0,6.0,4.0,27.7,16.9,21.9,17.5,7.3,1.0,10.0,10.0,30.0,20.0,10.0
77,102.3,4.0,0.0,0.4,6.0,8.0,8.0,8.0,8.0,27.7,16.9,21.9,17.5,7.3,1.0,15.0,20.0,20.0,20.0,15.0
78,101.0,4.0,0.0,0.5,3.0,10.0,8.0,3.0,8.0,10.0,20.0,27.5,16.0,5.5,1.0,10.0,25.0,20.0,10.0,20.0
79,103.75,4.0,0.0,0.0,7.0,9.0,7.0,8.0,7.0,23.75,14.5,20.0,13.0,8.75,1.0,10.0,20.0,15.0,20.0,20.0
80,103.75,4.0,0.0,0.25,8.0,8.0,8.0,8.0,8.0,23.75,14.5,20.0,13.0,8.75,1.0,10.0,20.0,20.0,10.0,20.0
81,102.3,4.0,0.0,0.3,8.0,7.0,7.0,8.0,7.0,27.7,16.9,21.9,17.5,7.3,1.0,10.0,10.0,20.0,20.0,20.0
82,100.0,4.0,0.0,0.0,8.0,9.0,8.0,8.0,7.0,20.0,25.0,25.0,15.0,5.0,1.0,20.0,20.0,20.0,20.0,10.0
83,101.0,4.0,0.0,0.0,5.0,9.0,5.0,9.0,5.0,10.0,20.0,27.5,16.0,5.5,1.0,10.0,32.0,20.0,12.0,11.0
84,101.0,4.0,0.0,0.0,7.0,9.0,8.0,7.0,5.0,10.0,20.0,27.5,16.0,5.5,1.0,30.0,30.0,30.0,5.0,0.0
85,102.3,4.0,0.0,0.1,7.0,9.0,8.0,9.0,9.0,27.7,16.9,21.9,17.5,7.3,1.0,20.0,25.0,15.0,15.0,15.0
86,102.3,4.0,0.0,0.5,7.0,9.0,9.0,9.0,4.0,27.7,16.9,21.9,17.5,7.3,1.0,15.0,20.0,20.0,20.0,5.0
87,102.3,4.0,0.0,0.2,9.0,9.0,9.0,9.0,9.0,27.7,16.9,21.9,17.5,7.3,1.0,15.0,15.0,20.0,15.0,15.0
88,102.3,4.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,27.7,16.9,21.9,17.5,7.3,1.0,15.0,15.0,20.0,15.0,20.0
89,102.3,4.0,0.0,0.2,8.0,9.0,9.0,8.0,10.0,27.7,16.9,21.9,17.5,7.3,1.0,25.0,15.0,20.0,20.0,20.0
90,103.75,4.0,0.0,0.25,5.0,8.0,7.0,5.0,5.0,23.75,14.5,20.0,13.0,8.75,1.0,15.0,21.0,18.0,18.0,10.0
91,100.0,4.0,0.0,0.0,6.0,7.0,9.0,7.0,8.0,20.0,25.0,25.0,15.0,5.0,1.0,15.0,3.0,50.0,20.0,2.0
92,102.3,4.0,0.0,0.5,9.0,10.0,9.0,9.0,9.0,27.7,16.9,21.9,17.5,7.3,1.0,10.0,20.0,20.0,20.0,20.0
93,102.3,4.0,0.0,0.3,8.0,8.0,8.0,8.0,7.0,27.7,16.9,21.9,17.5,7.3,1.0,14.0,20.0,18.0,24.0,18.0
94,83.0,4.0,1.0,0.0,6.0,9.0,9.0,9.0,7.0,11.666666666666666,20.333333333333332,17.666666666666668,16.0,16.666666666666668,1.0,20.0,20.0,20.0,10.0,10.0
95,85.4,4.0,1.0,0.1,7.0,9.0,10.0,8.0,7.0,14.9,17.0,20.3,18.9,15.8,1.0,18.0,18.0,18.0,19.0,13.0
96,81.66666666666667,4.0,1.0,0.0,7.0,9.0,9.0,9.0,9.0,16.666666666666668,29.0,23.333333333333332,9.0,10.333333333333334,1.0,10.0,20.0,20.0,22.0,6.0
97,85.4,4.0,1.0,0.4,7.0,5.0,6.0,7.0,6.0,14.9,17.0,20.3,18.9,15.8,1.0,50.0,7.0,20.0,23.0,0.0
98,85.4,4.0,1.0,0.2,8.0,8.0,8.0,8.0,8.0,14.9,17.0,20.3,18.9,15.8,1.0,40.0,20.0,15.0,20.0,0.0
99,85.4,4.0,1.0,0.5,10.0,10.0,10.0,10.0,8.0,14.9,17.0,20.3,18.9,15.8,1.0,30.0,30.0,20.0,10.0,10.0
100,86.5,4.0,1.0,0.0,7.0,8.0,9.0,8.0,6.0,17.5,11.5,35.0,20.0,6.0,1.0,20.0,25.0,25.0,15.0,5.0
101,83.0,4.0,1.0,0.0,8.0,8.0,9.0,8.0,9.0,11.666666666666666,20.333333333333332,17.666666666666668,16.0,16.666666666666668,1.0,40.0,8.0,10.0,12.0,10.0
102,85.4,4.0,1.0,0.0,8.0,5.0,10.0,7.0,9.0,14.9,17.0,20.3,18.9,15.8,1.0,30.0,10.0,30.0,20.0,10.0
103,85.4,4.0,1.0,0.0,8.0,8.0,9.0,8.0,9.0,14.9,17.0,20.3,18.9,15.8,1.0,40.0,5.0,20.0,10.0,10.0
104,85.4,4.0,1.0,0.4,9.0,8.0,9.0,7.0,9.0,14.9,17.0,20.3,18.9,15.8,1.0,20.0,15.0,25.0,15.0,20.0
106,81.66666666666667,4.0,1.0,0.3333333333333333,4.0,7.0,9.0,3.0,2.0,16.666666666666668,29.0,23.333333333333332,9.0,10.333333333333334,1.0,10.0,20.0,35.0,10.0,5.0
107,85.4,4.0,1.0,0.6,7.0,9.0,9.0,9.0,6.0,14.9,17.0,20.3,18.9,15.8,1.0,19.0,24.0,21.0,23.0,5.0
108,85.4,4.0,1.0,0.2,4.0,8.0,7.0,3.0,2.0,14.9,17.0,20.3,18.9,15.8,1.0,10.0,20.0,35.0,20.0,0.0
109,83.0,4.0,1.0,0.6666666666666666,6.0,9.0,9.0,8.0,8.0,11.666666666666666,20.333333333333332,17.666666666666668,16.0,16.666666666666668,1.0,15.0,10.0,30.0,10.0,5.0
110,85.4,4.0,1.0,0.3,7.0,9.0,8.0,8.0,7.0,14.9,17.0,20.3,18.9,15.8,1.0,20.0,20.0,15.0,15.0,5.0
111,83.0,4.0,1.0,0.0,5.0,8.0,8.0,5.0,5.0,11.666666666666666,20.333333333333332,17.666666666666668,16.0,16.666666666666668,1.0,20.0,20.0,20.0,20.0,10.0
112,122.0,5.0,0.0,1.0,9.0,10.0,9.0,9.0,9.0,40.0,15.0,10.0,20.0,5.0,1.0,15.0,15.0,20.0,25.0,10.0
113,126.5,5.0,0.0,0.75,8.0,10.0,8.0,10.0,9.0,27.5,23.75,17.5,15.0,8.0,1.0,15.0,15.0,25.0,25.0,15.0
115,126.5,5.0,0.0,0.75,8.0,7.0,9.0,8.0,8.0,27.5,23.75,17.5,15.0,8.0,1.0,20.0,10.0,30.0,20.0,15.0
116,126.5,5.0,0.0,0.5,8.0,9.0,9.0,8.0,9.0,27.5,23.75,17.5,15.0,8.0,1.0,15.0,15.0,25.0,25.0,20.0
117,126.5,5.0,0.0,0.25,8.0,7.0,8.0,8.0,8.0,27.5,23.75,17.5,15.0,8.0,1.0,20.0,10.0,20.0,20.0,20.0
121,126.5,5.0,0.0,0.0,2.0,9.0,7.0,9.0,9.0,27.5,23.75,17.5,15.0,8.0,1.0,35.0,15.0,5.0,30.0,15.0
122,112.0,5.0,1.0,1.0,7.0,10.0,8.0,8.0,8.0,15.0,15.0,20.0,25.0,10.0,1.0,40.0,15.0,10.0,20.0,5.0
125,116.4,5.0,1.0,0.8,9.0,6.0,9.0,10.0,10.0,21.0,13.0,21.0,24.0,17.0,1.0,20.0,15.0,20.0,15.0,12.0
126,116.4,5.0,1.0,0.2,9.0,10.0,9.0,9.0,9.0,21.0,13.0,21.0,24.0,17.0,1.0,25.0,40.0,15.0,10.0,5.0
127,116.4,5.0,1.0,0.4,8.0,8.0,9.0,9.0,8.0,21.0,13.0,21.0,24.0,17.0,1.0,25.0,25.0,25.0,15.0,5.0
128,116.4,5.0,1.0,0.4,8.0,7.0,8.0,7.0,7.0,21.0,13.0,21.0,24.0,17.0,1.0,40.0,15.0,10.0,20.0,10.0
132,139.0,6.0,0.0,0.5,8.0,10.0,9.0,10.0,10.0,19.3,18.14,19.3,19.3,9.15,1.0,16.67,16.67,16.67,16.67,16.67
133,138.0,6.0,0.0,0.0,6.0,8.0,8.0,7.0,7.0,18.07,17.03,16.985,19.11,12.77,1.0,12.77,19.15,17.02,17.02,14.89
134,139.0,6.0,0.0,0.0,7.0,8.0,8.0,8.0,8.0,19.3,18.14,19.3,19.3,9.15,1.0,6.67,20.0,20.0,17.78,20.0
135,139.0,6.0,0.0,0.5,9.0,10.0,9.0,7.0,6.0,19.3,18.14,19.3,19.3,9.15,1.0,18.18,22.73,18.18,13.64,13.64
137,133.0,6.0,1.0,0.0,7.0,9.0,9.0,8.0,8.0,12.77,19.15,17.02,17.02,14.89,1.0,17.39,17.39,15.22,17.39,13.04
138,133.66666666666666,6.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,13.840000000000002,19.8,18.283333333333335,16.03,16.77,1.0,20.0,20.0,20.0,20.0,6.669999999999999
139,133.0,6.0,1.0,0.0,8.0,8.0,9.0,9.0,6.0,12.77,19.15,17.02,17.02,14.89,1.0,18.75,16.67,18.75,20.83,12.5
140,133.66666666666666,6.0,1.0,0.6666666666666666,7.0,7.0,8.0,9.0,8.0,13.840000000000002,19.8,18.283333333333335,16.03,16.77,1.0,18.6,16.28,18.6,18.6,11.63
142,165.63636363636363,7.0,0.0,0.5454545454545454,9.0,9.0,10.0,9.0,7.0,17.53727272727273,17.70909090909091,19.833636363636366,18.797272727272727,13.99909090909091,1.0,14.29,14.29,21.43,21.43,19.05
143,165.63636363636363,7.0,0.0,0.0,7.0,10.0,8.0,7.0,7.0,17.53727272727273,17.70909090909091,19.833636363636366,18.797272727272727,13.99909090909091,1.0,8.33,20.83,20.83,14.58,16.67
144,165.63636363636363,7.0,0.0,0.0,7.0,8.0,9.0,8.0,9.0,17.53727272727273,17.70909090909091,19.833636363636366,18.797272727272727,13.99909090909091,1.0,16.0,16.0,16.0,18.0,18.0
145,165.63636363636363,7.0,0.0,0.0,5.0,5.0,9.0,7.0,7.0,17.53727272727273,17.70909090909091,19.833636363636366,18.797272727272727,13.99909090909091,1.0,11.36,18.18,22.73,18.18,11.36
146,165.63636363636363,7.0,0.0,0.09090909090909091,8.0,8.0,8.0,8.0,8.0,17.53727272727273,17.70909090909091,19.833636363636366,18.797272727272727,13.99909090909091,1.0,18.18,18.18,18.18,18.18,13.640000000000002
147,166.66666666666666,7.0,0.0,0.0,8.0,7.0,9.0,8.0,7.0,14.203333333333333,17.976666666666667,18.650000000000002,17.923333333333336,14.923333333333332,1.0,18.0,18.0,20.0,18.0,16.0
148,166.66666666666666,7.0,0.0,0.0,8.0,9.0,9.0,9.0,8.0,14.203333333333333,17.976666666666667,18.650000000000002,17.923333333333336,14.923333333333332,1.0,15.089999999999998,16.98,16.98,18.87,18.87
149,165.63636363636363,7.0,0.0,0.2727272727272727,8.0,8.0,8.0,8.0,8.0,17.53727272727273,17.70909090909091,19.833636363636366,18.797272727272727,13.99909090909091,1.0,8.51,19.15,19.15,19.15,19.15
150,165.63636363636363,7.0,0.0,0.18181818181818182,7.0,9.0,9.0,8.0,8.0,17.53727272727273,17.70909090909091,19.833636363636366,18.797272727272727,13.99909090909091,1.0,12.0,20.0,20.0,20.0,14.0
151,165.63636363636363,7.0,0.0,0.09090909090909091,9.0,10.0,10.0,10.0,8.0,17.53727272727273,17.70909090909091,19.833636363636366,18.797272727272727,13.99909090909091,1.0,14.55,16.36,18.18,18.18,16.36
152,166.66666666666666,7.0,0.0,0.0,7.0,9.0,10.0,8.0,8.0,14.203333333333333,17.976666666666667,18.650000000000002,17.923333333333336,14.923333333333332,1.0,14.0,20.0,20.0,14.0,18.0
153,166.66666666666666,7.0,0.0,0.0,7.0,7.0,7.0,6.0,6.0,14.203333333333333,17.976666666666667,18.650000000000002,17.923333333333336,14.923333333333332,1.0,9.76,19.51,19.51,14.63,19.51
154,165.63636363636363,7.0,0.0,0.5454545454545454,8.0,9.0,9.0,9.0,9.0,17.53727272727273,17.70909090909091,19.833636363636366,18.797272727272727,13.99909090909091,1.0,15.38,17.31,17.31,17.31,17.31
155,165.63636363636363,7.0,0.0,0.09090909090909091,7.0,10.0,8.0,6.0,9.0,17.53727272727273,17.70909090909091,19.833636363636366,18.797272727272727,13.99909090909091,1.0,15.090000000000002,18.87,18.87,16.98,16.98
156,160.0,7.0,0.0,1.0,8.0,10.0,9.0,10.0,10.0,16.0,18.0,18.0,18.0,14.0,1.0,14.0,18.0,16.0,18.0,18.0
157,166.66666666666666,7.0,0.0,0.0,7.0,8.0,8.0,9.0,9.0,14.203333333333333,17.976666666666667,18.650000000000002,17.923333333333336,14.923333333333332,1.0,14.29,16.33,16.33,18.37,18.37
158,147.9,7.0,1.0,0.0,7.0,9.0,9.0,7.0,6.0,13.369,17.916999999999998,19.268,18.199,16.252000000000002,1.0,19.05,19.05,19.05,19.05,9.52
159,147.9,7.0,1.0,0.1,5.0,9.0,9.0,8.0,7.0,13.369,17.916999999999998,19.268,18.199,16.252000000000002,1.0,15.91,20.45,20.45,20.45,11.36
160,156.0,7.0,1.0,1.0,8.0,8.0,8.0,9.0,9.0,14.0,18.0,16.0,18.0,18.0,1.0,16.0,18.0,18.0,18.0,14.0
161,147.9,7.0,1.0,0.2,8.0,7.0,9.0,9.0,7.0,13.369,17.916999999999998,19.268,18.199,16.252000000000002,1.0,16.67,18.75,18.75,18.75,18.75
162,151.4,7.0,1.0,0.0,7.0,8.0,9.0,7.0,8.0,14.228,18.163999999999998,18.564,16.774,18.15,1.0,15.220000000000002,15.220000000000002,19.57,17.39,13.039999999999997
163,147.9,7.0,1.0,0.1,7.0,8.0,9.0,8.0,7.0,13.369,17.916999999999998,19.268,18.199,16.252000000000002,1.0,12.0,20.0,20.0,20.0,16.0
164,147.9,7.0,1.0,0.1,7.0,9.0,9.0,6.0,4.0,13.369,17.916999999999998,19.268,18.199,16.252000000000002,1.0,20.51,23.08,20.51,17.95,2.56
165,147.9,7.0,1.0,0.1,8.0,6.0,9.0,7.0,2.0,13.369,17.916999999999998,19.268,18.199,16.252000000000002,1.0,16.67,12.5,20.83,18.75,12.5
167,147.9,7.0,1.0,0.2,6.0,7.0,7.0,7.0,5.0,13.369,17.916999999999998,19.268,18.199,16.252000000000002,1.0,18.6,13.95,18.6,16.28,16.28
168,151.4,7.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,14.228,18.163999999999998,18.564,16.774,18.15,1.0,11.11,17.78,17.78,17.78,17.78
169,147.9,7.0,1.0,0.2,7.0,9.0,8.0,7.0,7.0,13.369,17.916999999999998,19.268,18.199,16.252000000000002,1.0,17.78,20.0,17.78,15.559999999999999,15.559999999999999
170,151.4,7.0,1.0,0.0,7.0,8.0,9.0,6.0,8.0,14.228,18.163999999999998,18.564,16.774,18.15,1.0,16.28,20.93,18.6,18.6,13.95
171,147.9,7.0,1.0,0.3,10.0,10.0,10.0,10.0,10.0,13.369,17.916999999999998,19.268,18.199,16.252000000000002,1.0,19.57,10.87,19.57,19.57,19.57
172,147.9,7.0,1.0,0.3,5.0,6.0,8.0,9.0,9.0,13.369,17.916999999999998,19.268,18.199,16.252000000000002,1.0,17.78,17.78,22.22,20.0,15.559999999999999
173,147.9,7.0,1.0,0.4,7.0,9.0,9.0,9.0,9.0,13.369,17.916999999999998,19.268,18.199,16.252000000000002,1.0,18.37,18.37,20.41,20.41,16.33
