,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,group
102,11,3.0,1,1,0,8.0,9.0,8.0,7.0,5.0,35.0,10.0,35.0,10.0,10.0,1
103,11,4.0,1,1,0,8.0,9.0,8.0,7.0,5.0,20.0,20.0,20.0,20.0,10.0,1
104,11,5.0,1,1,0,8.0,9.0,8.0,7.0,5.0,20.0,5.0,25.0,25.0,10.0,1
107,11,8.0,1,1,0,8.0,9.0,8.0,7.0,5.0,9.09,18.18,27.27,18.18,18.18,1
109,11,10.0,1,1,0,8.0,9.0,8.0,7.0,5.0,15.0,15.0,15.0,40.0,10.0,1
111,12,2.0,1,1,0,9.0,9.0,10.0,9.0,9.0,45.0,5.0,25.0,20.0,0.0,1
112,12,3.0,1,1,0,9.0,9.0,10.0,9.0,9.0,35.0,10.0,35.0,10.0,10.0,1
113,12,4.0,1,1,0,9.0,9.0,10.0,9.0,9.0,20.0,20.0,20.0,20.0,10.0,1
114,12,5.0,1,1,0,9.0,9.0,10.0,9.0,9.0,20.0,5.0,25.0,25.0,10.0,1
117,12,8.0,1,1,1,9.0,9.0,10.0,9.0,9.0,9.09,18.18,27.27,18.18,18.18,1
119,12,10.0,1,1,0,9.0,9.0,10.0,9.0,9.0,15.0,15.0,15.0,40.0,10.0,1
120,13,1.0,1,1,1,4.0,7.0,8.0,8.0,3.0,15.0,20.0,20.0,15.0,15.0,1
125,13,6.0,1,1,0,4.0,7.0,8.0,8.0,3.0,10.0,25.0,20.0,25.0,5.0,1
126,13,7.0,1,1,0,4.0,7.0,8.0,8.0,3.0,15.0,15.0,25.0,20.0,15.0,1
131,14,2.0,1,1,1,9.0,9.0,9.0,9.0,9.0,45.0,5.0,25.0,20.0,0.0,1
132,14,3.0,1,1,0,9.0,9.0,9.0,9.0,9.0,35.0,10.0,35.0,10.0,10.0,1
133,14,4.0,1,1,1,9.0,9.0,9.0,9.0,9.0,20.0,20.0,20.0,20.0,10.0,1
134,14,5.0,1,1,1,9.0,9.0,9.0,9.0,9.0,20.0,5.0,25.0,25.0,10.0,1
137,14,8.0,1,1,1,9.0,9.0,9.0,9.0,9.0,9.09,18.18,27.27,18.18,18.18,1
139,14,10.0,1,1,0,9.0,9.0,9.0,9.0,9.0,15.0,15.0,15.0,40.0,10.0,1
151,16,2.0,1,1,0,6.0,6.0,8.0,8.0,6.0,45.0,5.0,25.0,20.0,0.0,1
152,16,3.0,1,1,0,6.0,6.0,8.0,8.0,6.0,35.0,10.0,35.0,10.0,10.0,1
153,16,4.0,1,1,0,6.0,6.0,8.0,8.0,6.0,20.0,20.0,20.0,20.0,10.0,1
154,16,5.0,1,1,0,6.0,6.0,8.0,8.0,6.0,20.0,5.0,25.0,25.0,10.0,1
157,16,8.0,1,1,1,6.0,6.0,8.0,8.0,6.0,9.09,18.18,27.27,18.18,18.18,1
159,16,10.0,1,1,0,6.0,6.0,8.0,8.0,6.0,15.0,15.0,15.0,40.0,10.0,1
161,17,2.0,1,1,0,7.0,7.0,8.0,6.0,4.0,45.0,5.0,25.0,20.0,0.0,1
162,17,3.0,1,1,0,7.0,7.0,8.0,6.0,4.0,35.0,10.0,35.0,10.0,10.0,1
163,17,4.0,1,1,0,7.0,7.0,8.0,6.0,4.0,20.0,20.0,20.0,20.0,10.0,1
164,17,5.0,1,1,0,7.0,7.0,8.0,6.0,4.0,20.0,5.0,25.0,25.0,10.0,1
167,17,8.0,1,1,0,7.0,7.0,8.0,6.0,4.0,9.09,18.18,27.27,18.18,18.18,1
169,17,10.0,1,1,0,7.0,7.0,8.0,6.0,4.0,15.0,15.0,15.0,40.0,10.0,1
171,18,2.0,1,1,0,6.0,8.0,8.0,6.0,9.0,45.0,5.0,25.0,20.0,0.0,1
172,18,3.0,1,1,0,6.0,8.0,8.0,6.0,9.0,35.0,10.0,35.0,10.0,10.0,1
173,18,4.0,1,1,0,6.0,8.0,8.0,6.0,9.0,20.0,20.0,20.0,20.0,10.0,1
174,18,5.0,1,1,0,6.0,8.0,8.0,6.0,9.0,20.0,5.0,25.0,25.0,10.0,1
177,18,8.0,1,1,1,6.0,8.0,8.0,6.0,9.0,9.09,18.18,27.27,18.18,18.18,1
179,18,10.0,1,1,0,6.0,8.0,8.0,6.0,9.0,15.0,15.0,15.0,40.0,10.0,1
181,19,2.0,1,1,1,10.0,6.0,10.0,10.0,10.0,45.0,5.0,25.0,20.0,0.0,1
182,19,3.0,1,1,0,10.0,6.0,10.0,10.0,10.0,35.0,10.0,35.0,10.0,10.0,1
183,19,4.0,1,1,1,10.0,6.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,1
184,19,5.0,1,1,1,10.0,6.0,10.0,10.0,10.0,20.0,5.0,25.0,25.0,10.0,1
187,19,8.0,1,1,1,10.0,6.0,10.0,10.0,10.0,9.09,18.18,27.27,18.18,18.18,1
189,19,10.0,1,1,1,10.0,6.0,10.0,10.0,10.0,15.0,15.0,15.0,40.0,10.0,1
191,20,2.0,1,1,0,7.0,7.0,10.0,10.0,10.0,45.0,5.0,25.0,20.0,0.0,1
192,20,3.0,1,1,0,7.0,7.0,10.0,10.0,10.0,35.0,10.0,35.0,10.0,10.0,1
193,20,4.0,1,1,0,7.0,7.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,1
194,20,5.0,1,1,0,7.0,7.0,10.0,10.0,10.0,20.0,5.0,25.0,25.0,10.0,1
197,20,8.0,1,1,1,7.0,7.0,10.0,10.0,10.0,9.09,18.18,27.27,18.18,18.18,1
199,20,10.0,1,1,0,7.0,7.0,10.0,10.0,10.0,15.0,15.0,15.0,40.0,10.0,1
200,21,40.0,2,0,0,5.0,9.0,9.0,7.0,10.0,25.0,20.0,25.0,20.0,10.0,1
201,21,41.0,2,0,0,5.0,9.0,9.0,7.0,10.0,30.0,20.0,10.0,30.0,0.0,1
202,21,42.0,2,0,0,5.0,9.0,9.0,7.0,10.0,20.0,25.0,20.0,15.0,10.0,1
209,21,49.0,2,0,0,5.0,9.0,9.0,7.0,10.0,20.0,20.0,20.0,20.0,5.0,1
226,22,50.0,2,0,0,7.0,8.0,8.0,7.0,7.0,35.0,10.0,20.0,15.0,10.0,1
231,22,55.0,2,0,0,7.0,8.0,8.0,7.0,7.0,20.0,25.0,25.0,10.0,10.0,1
232,23,40.0,2,0,0,5.0,8.0,7.0,6.0,8.0,25.0,20.0,25.0,20.0,10.0,1
233,23,41.0,2,0,0,5.0,8.0,7.0,6.0,8.0,30.0,20.0,10.0,30.0,0.0,1
234,23,42.0,2,0,0,5.0,8.0,7.0,6.0,8.0,20.0,25.0,20.0,15.0,10.0,1
241,23,49.0,2,0,0,5.0,8.0,7.0,6.0,8.0,20.0,20.0,20.0,20.0,5.0,1
251,24,43.0,2,0,0,7.0,9.0,8.0,9.0,8.0,25.0,35.0,30.0,10.0,0.0,1
252,24,44.0,2,0,0,7.0,9.0,8.0,9.0,8.0,25.0,15.0,25.0,25.0,15.0,1
253,24,45.0,2,0,0,7.0,9.0,8.0,9.0,8.0,25.0,15.0,25.0,15.0,0.0,1
254,24,46.0,2,0,0,7.0,9.0,8.0,9.0,8.0,20.0,35.0,20.0,10.0,10.0,1
255,24,47.0,2,0,0,7.0,9.0,8.0,9.0,8.0,20.0,20.0,25.0,25.0,5.0,1
256,24,48.0,2,0,0,7.0,9.0,8.0,9.0,8.0,30.0,15.0,25.0,25.0,5.0,1
259,24,51.0,2,0,0,7.0,9.0,8.0,9.0,8.0,25.0,10.0,35.0,15.0,0.0,1
260,24,52.0,2,0,0,7.0,9.0,8.0,9.0,8.0,15.0,20.0,15.0,30.0,5.0,1
261,24,53.0,2,0,0,7.0,9.0,8.0,9.0,8.0,40.0,15.0,20.0,10.0,5.0,1
262,24,54.0,2,0,0,7.0,9.0,8.0,9.0,8.0,40.0,20.0,20.0,20.0,0.0,1
267,25,43.0,2,0,0,7.0,9.0,8.0,7.0,6.0,25.0,35.0,30.0,10.0,0.0,1
268,25,44.0,2,0,0,7.0,9.0,8.0,7.0,6.0,25.0,15.0,25.0,25.0,15.0,1
269,25,45.0,2,0,0,7.0,9.0,8.0,7.0,6.0,25.0,15.0,25.0,15.0,0.0,1
270,25,46.0,2,0,0,7.0,9.0,8.0,7.0,6.0,20.0,35.0,20.0,10.0,10.0,1
271,25,47.0,2,0,0,7.0,9.0,8.0,7.0,6.0,20.0,20.0,25.0,25.0,5.0,1
272,25,48.0,2,0,0,7.0,9.0,8.0,7.0,6.0,30.0,15.0,25.0,25.0,5.0,1
275,25,51.0,2,0,0,7.0,9.0,8.0,7.0,6.0,25.0,10.0,35.0,15.0,0.0,1
276,25,52.0,2,0,0,7.0,9.0,8.0,7.0,6.0,15.0,20.0,15.0,30.0,5.0,1
277,25,53.0,2,0,0,7.0,9.0,8.0,7.0,6.0,40.0,15.0,20.0,10.0,5.0,1
278,25,54.0,2,0,0,7.0,9.0,8.0,7.0,6.0,40.0,20.0,20.0,20.0,0.0,1
283,26,43.0,2,0,0,7.0,8.0,8.0,8.0,8.0,25.0,35.0,30.0,10.0,0.0,1
284,26,44.0,2,0,0,7.0,8.0,8.0,8.0,8.0,25.0,15.0,25.0,25.0,15.0,1
285,26,45.0,2,0,0,7.0,8.0,8.0,8.0,8.0,25.0,15.0,25.0,15.0,0.0,1
286,26,46.0,2,0,0,7.0,8.0,8.0,8.0,8.0,20.0,35.0,20.0,10.0,10.0,1
287,26,47.0,2,0,0,7.0,8.0,8.0,8.0,8.0,20.0,20.0,25.0,25.0,5.0,1
288,26,48.0,2,0,0,7.0,8.0,8.0,8.0,8.0,30.0,15.0,25.0,25.0,5.0,1
291,26,51.0,2,0,0,7.0,8.0,8.0,8.0,8.0,25.0,10.0,35.0,15.0,0.0,1
292,26,52.0,2,0,0,7.0,8.0,8.0,8.0,8.0,15.0,20.0,15.0,30.0,5.0,1
293,26,53.0,2,0,0,7.0,8.0,8.0,8.0,8.0,40.0,15.0,20.0,10.0,5.0,1
294,26,54.0,2,0,0,7.0,8.0,8.0,8.0,8.0,40.0,20.0,20.0,20.0,0.0,1
331,29,43.0,2,0,0,6.0,9.0,7.0,8.0,8.0,25.0,35.0,30.0,10.0,0.0,1
332,29,44.0,2,0,1,6.0,9.0,7.0,8.0,8.0,25.0,15.0,25.0,25.0,15.0,1
333,29,45.0,2,0,1,6.0,9.0,7.0,8.0,8.0,25.0,15.0,25.0,15.0,0.0,1
334,29,46.0,2,0,0,6.0,9.0,7.0,8.0,8.0,20.0,35.0,20.0,10.0,10.0,1
335,29,47.0,2,0,0,6.0,9.0,7.0,8.0,8.0,20.0,20.0,25.0,25.0,5.0,1
336,29,48.0,2,0,0,6.0,9.0,7.0,8.0,8.0,30.0,15.0,25.0,25.0,5.0,1
339,29,51.0,2,0,0,6.0,9.0,7.0,8.0,8.0,25.0,10.0,35.0,15.0,0.0,1
340,29,52.0,2,0,0,6.0,9.0,7.0,8.0,8.0,15.0,20.0,15.0,30.0,5.0,1
341,29,53.0,2,0,0,6.0,9.0,7.0,8.0,8.0,40.0,15.0,20.0,10.0,5.0,1
342,29,54.0,2,0,0,6.0,9.0,7.0,8.0,8.0,40.0,20.0,20.0,20.0,0.0,1
347,30,43.0,2,0,0,7.0,8.0,8.0,9.0,8.0,25.0,35.0,30.0,10.0,0.0,1
348,30,44.0,2,0,0,7.0,8.0,8.0,9.0,8.0,25.0,15.0,25.0,25.0,15.0,1
349,30,45.0,2,0,0,7.0,8.0,8.0,9.0,8.0,25.0,15.0,25.0,15.0,0.0,1
350,30,46.0,2,0,0,7.0,8.0,8.0,9.0,8.0,20.0,35.0,20.0,10.0,10.0,1
351,30,47.0,2,0,0,7.0,8.0,8.0,9.0,8.0,20.0,20.0,25.0,25.0,5.0,1
352,30,48.0,2,0,0,7.0,8.0,8.0,9.0,8.0,30.0,15.0,25.0,25.0,5.0,1
355,30,51.0,2,0,0,7.0,8.0,8.0,9.0,8.0,25.0,10.0,35.0,15.0,0.0,1
356,30,52.0,2,0,0,7.0,8.0,8.0,9.0,8.0,15.0,20.0,15.0,30.0,5.0,1
357,30,53.0,2,0,0,7.0,8.0,8.0,9.0,8.0,40.0,15.0,20.0,10.0,5.0,1
358,30,54.0,2,0,0,7.0,8.0,8.0,9.0,8.0,40.0,20.0,20.0,20.0,0.0,1
363,31,43.0,2,0,0,8.0,8.0,8.0,9.0,9.0,25.0,35.0,30.0,10.0,0.0,1
364,31,44.0,2,0,0,8.0,8.0,8.0,9.0,9.0,25.0,15.0,25.0,25.0,15.0,1
365,31,45.0,2,0,0,8.0,8.0,8.0,9.0,9.0,25.0,15.0,25.0,15.0,0.0,1
366,31,46.0,2,0,0,8.0,8.0,8.0,9.0,9.0,20.0,35.0,20.0,10.0,10.0,1
367,31,47.0,2,0,0,8.0,8.0,8.0,9.0,9.0,20.0,20.0,25.0,25.0,5.0,1
368,31,48.0,2,0,1,8.0,8.0,8.0,9.0,9.0,30.0,15.0,25.0,25.0,5.0,1
371,31,51.0,2,0,0,8.0,8.0,8.0,9.0,9.0,25.0,10.0,35.0,15.0,0.0,1
372,31,52.0,2,0,0,8.0,8.0,8.0,9.0,9.0,15.0,20.0,15.0,30.0,5.0,1
373,31,53.0,2,0,0,8.0,8.0,8.0,9.0,9.0,40.0,15.0,20.0,10.0,5.0,1
374,31,54.0,2,0,0,8.0,8.0,8.0,9.0,9.0,40.0,20.0,20.0,20.0,0.0,1
376,32,40.0,2,0,0,7.0,5.0,9.0,9.0,7.0,25.0,20.0,25.0,20.0,10.0,1
377,32,41.0,2,0,0,7.0,5.0,9.0,9.0,7.0,30.0,20.0,10.0,30.0,0.0,1
378,32,42.0,2,0,0,7.0,5.0,9.0,9.0,7.0,20.0,25.0,20.0,15.0,10.0,1
385,32,49.0,2,0,0,7.0,5.0,9.0,9.0,7.0,20.0,20.0,20.0,20.0,5.0,1
395,33,43.0,2,0,0,6.0,8.0,8.0,6.0,8.0,25.0,35.0,30.0,10.0,0.0,1
396,33,44.0,2,0,0,6.0,8.0,8.0,6.0,8.0,25.0,15.0,25.0,25.0,15.0,1
397,33,45.0,2,0,0,6.0,8.0,8.0,6.0,8.0,25.0,15.0,25.0,15.0,0.0,1
398,33,46.0,2,0,0,6.0,8.0,8.0,6.0,8.0,20.0,35.0,20.0,10.0,10.0,1
399,33,47.0,2,0,0,6.0,8.0,8.0,6.0,8.0,20.0,20.0,25.0,25.0,5.0,1
400,33,48.0,2,0,0,6.0,8.0,8.0,6.0,8.0,30.0,15.0,25.0,25.0,5.0,1
403,33,51.0,2,0,0,6.0,8.0,8.0,6.0,8.0,25.0,10.0,35.0,15.0,0.0,1
404,33,52.0,2,0,0,6.0,8.0,8.0,6.0,8.0,15.0,20.0,15.0,30.0,5.0,1
405,33,53.0,2,0,0,6.0,8.0,8.0,6.0,8.0,40.0,15.0,20.0,10.0,5.0,1
406,33,54.0,2,0,0,6.0,8.0,8.0,6.0,8.0,40.0,20.0,20.0,20.0,0.0,1
408,34,40.0,2,0,0,7.0,7.0,7.0,7.0,8.0,25.0,20.0,25.0,20.0,10.0,1
409,34,41.0,2,0,0,7.0,7.0,7.0,7.0,8.0,30.0,20.0,10.0,30.0,0.0,1
410,34,42.0,2,0,0,7.0,7.0,7.0,7.0,8.0,20.0,25.0,20.0,15.0,10.0,1
417,34,49.0,2,0,1,7.0,7.0,7.0,7.0,8.0,20.0,20.0,20.0,20.0,5.0,1
427,35,43.0,2,0,0,8.0,9.0,9.0,9.0,7.0,25.0,35.0,30.0,10.0,0.0,1
428,35,44.0,2,0,0,8.0,9.0,9.0,9.0,7.0,25.0,15.0,25.0,25.0,15.0,1
429,35,45.0,2,0,1,8.0,9.0,9.0,9.0,7.0,25.0,15.0,25.0,15.0,0.0,1
430,35,46.0,2,0,1,8.0,9.0,9.0,9.0,7.0,20.0,35.0,20.0,10.0,10.0,1
431,35,47.0,2,0,0,8.0,9.0,9.0,9.0,7.0,20.0,20.0,25.0,25.0,5.0,1
432,35,48.0,2,0,0,8.0,9.0,9.0,9.0,7.0,30.0,15.0,25.0,25.0,5.0,1
435,35,51.0,2,0,0,8.0,9.0,9.0,9.0,7.0,25.0,10.0,35.0,15.0,0.0,1
436,35,52.0,2,0,0,8.0,9.0,9.0,9.0,7.0,15.0,20.0,15.0,30.0,5.0,1
437,35,53.0,2,0,1,8.0,9.0,9.0,9.0,7.0,40.0,15.0,20.0,10.0,5.0,1
438,35,54.0,2,0,0,8.0,9.0,9.0,9.0,7.0,40.0,20.0,20.0,20.0,0.0,1
443,36,43.0,2,0,0,8.0,7.0,8.0,8.0,6.0,25.0,35.0,30.0,10.0,0.0,1
444,36,44.0,2,0,0,8.0,7.0,8.0,8.0,6.0,25.0,15.0,25.0,25.0,15.0,1
445,36,45.0,2,0,0,8.0,7.0,8.0,8.0,6.0,25.0,15.0,25.0,15.0,0.0,1
446,36,46.0,2,0,0,8.0,7.0,8.0,8.0,6.0,20.0,35.0,20.0,10.0,10.0,1
447,36,47.0,2,0,0,8.0,7.0,8.0,8.0,6.0,20.0,20.0,25.0,25.0,5.0,1
448,36,48.0,2,0,0,8.0,7.0,8.0,8.0,6.0,30.0,15.0,25.0,25.0,5.0,1
451,36,51.0,2,0,1,8.0,7.0,8.0,8.0,6.0,25.0,10.0,35.0,15.0,0.0,1
452,36,52.0,2,0,0,8.0,7.0,8.0,8.0,6.0,15.0,20.0,15.0,30.0,5.0,1
453,36,53.0,2,0,0,8.0,7.0,8.0,8.0,6.0,40.0,15.0,20.0,10.0,5.0,1
454,36,54.0,2,0,0,8.0,7.0,8.0,8.0,6.0,40.0,20.0,20.0,20.0,0.0,1
459,37,43.0,2,0,0,7.0,8.0,9.0,7.0,5.0,25.0,35.0,30.0,10.0,0.0,1
460,37,44.0,2,0,1,7.0,8.0,9.0,7.0,5.0,25.0,15.0,25.0,25.0,15.0,1
461,37,45.0,2,0,0,7.0,8.0,9.0,7.0,5.0,25.0,15.0,25.0,15.0,0.0,1
462,37,46.0,2,0,0,7.0,8.0,9.0,7.0,5.0,20.0,35.0,20.0,10.0,10.0,1
463,37,47.0,2,0,0,7.0,8.0,9.0,7.0,5.0,20.0,20.0,25.0,25.0,5.0,1
464,37,48.0,2,0,0,7.0,8.0,9.0,7.0,5.0,30.0,15.0,25.0,25.0,5.0,1
467,37,51.0,2,0,0,7.0,8.0,9.0,7.0,5.0,25.0,10.0,35.0,15.0,0.0,1
468,37,52.0,2,0,1,7.0,8.0,9.0,7.0,5.0,15.0,20.0,15.0,30.0,5.0,1
469,37,53.0,2,0,0,7.0,8.0,9.0,7.0,5.0,40.0,15.0,20.0,10.0,5.0,1
470,37,54.0,2,0,0,7.0,8.0,9.0,7.0,5.0,40.0,20.0,20.0,20.0,0.0,1
482,38,50.0,2,0,1,8.0,2.0,8.0,7.0,8.0,35.0,10.0,20.0,15.0,10.0,1
487,38,55.0,2,0,1,8.0,2.0,8.0,7.0,8.0,20.0,25.0,25.0,10.0,10.0,1
504,40,21.0,2,1,0,3.0,10.0,9.0,8.0,5.0,12.0,18.0,20.0,16.0,16.0,1
506,40,23.0,2,1,0,3.0,10.0,9.0,8.0,5.0,10.0,20.0,40.0,10.0,10.0,1
515,40,32.0,2,1,0,3.0,10.0,9.0,8.0,5.0,50.0,0.0,50.0,0.0,0.0,1
517,40,34.0,2,1,0,3.0,10.0,9.0,8.0,5.0,30.0,5.0,30.0,15.0,15.0,1
523,41,21.0,2,1,0,5.0,7.0,8.0,5.0,5.0,12.0,18.0,20.0,16.0,16.0,1
525,41,23.0,2,1,0,5.0,7.0,8.0,5.0,5.0,10.0,20.0,40.0,10.0,10.0,1
534,41,32.0,2,1,0,5.0,7.0,8.0,5.0,5.0,50.0,0.0,50.0,0.0,0.0,1
536,41,34.0,2,1,0,5.0,7.0,8.0,5.0,5.0,30.0,5.0,30.0,15.0,15.0,1
542,42,21.0,2,1,0,6.0,9.0,8.0,6.0,4.0,12.0,18.0,20.0,16.0,16.0,1
544,42,23.0,2,1,0,6.0,9.0,8.0,6.0,4.0,10.0,20.0,40.0,10.0,10.0,1
553,42,32.0,2,1,0,6.0,9.0,8.0,6.0,4.0,50.0,0.0,50.0,0.0,0.0,1
555,42,34.0,2,1,0,6.0,9.0,8.0,6.0,4.0,30.0,5.0,30.0,15.0,15.0,1
564,43,24.0,2,1,0,3.0,8.0,7.0,3.0,2.0,10.0,20.0,20.0,15.0,20.0,1
565,43,25.0,2,1,0,3.0,8.0,7.0,3.0,2.0,20.0,20.0,15.0,15.0,15.0,1
566,43,26.0,2,1,0,3.0,8.0,7.0,3.0,2.0,20.0,20.0,20.0,15.0,15.0,1
569,43,29.0,2,1,0,3.0,8.0,7.0,3.0,2.0,20.0,22.0,18.0,15.0,15.0,1
570,43,30.0,2,1,0,3.0,8.0,7.0,3.0,2.0,10.0,20.0,20.0,20.0,20.0,1
571,43,31.0,2,1,0,3.0,8.0,7.0,3.0,2.0,35.0,10.0,20.0,20.0,10.0,1
573,43,33.0,2,1,0,3.0,8.0,7.0,3.0,2.0,30.0,20.0,30.0,10.0,0.0,1
575,43,35.0,2,1,0,3.0,8.0,7.0,3.0,2.0,20.0,23.0,23.0,22.0,7.0,1
576,43,36.0,2,1,0,3.0,8.0,7.0,3.0,2.0,20.0,25.0,20.0,15.0,15.0,1
577,43,37.0,2,1,0,3.0,8.0,7.0,3.0,2.0,10.0,10.0,30.0,25.0,10.0,1
583,44,24.0,2,1,0,7.0,9.0,9.0,8.0,9.0,10.0,20.0,20.0,15.0,20.0,1
584,44,25.0,2,1,0,7.0,9.0,9.0,8.0,9.0,20.0,20.0,15.0,15.0,15.0,1
