iid,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb,tmp_sha,tmp2_attr,tmp2_sinc,tmp2_intel,tmp2_fun,tmp2_amb,tmp2_shar,tmp2_like
413,1.0,0.07142857142857142,7.0,9.0,8.0,7.0,6.0,10.0,10.0,30.0,30.0,5.0,15.0,6.545454545454546,7.909090909090909,7.818181818181818,6.909090909090909,7.636363636363637,6.636363636363637,6.818181818181818
415,1.0,0.0,7.0,8.0,10.0,4.0,8.0,10.0,20.0,40.0,10.0,10.0,10.0,3.9,4.1,4.5,4.2,4.5,2.5,3.1
417,0.0,0.16666666666666666,7.0,8.0,8.0,4.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,5.166666666666667,8.333333333333334,7.333333333333333,5.833333333333333,6.0,5.5,6.166666666666667
418,0.0,0.0,7.0,9.0,8.0,7.0,5.0,15.0,25.0,20.0,15.0,10.0,15.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0
419,0.0,0.2,9.0,8.0,9.0,5.0,3.0,5.0,30.0,20.0,10.0,5.0,30.0,6.8,8.4,8.2,6.6,7.4,7.2,6.4
420,0.0,0.16666666666666666,8.0,9.0,10.0,7.0,7.0,10.0,10.0,40.0,10.0,15.0,15.0,7.5,7.833333333333333,8.333333333333334,7.833333333333333,7.333333333333333,6.5,7.583333333333333
421,0.0,1.0,7.0,7.0,6.0,6.0,6.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,6.0,6.5,7.0,6.0,7.0,7.0
422,1.0,1.0,8.0,10.0,8.0,8.0,8.0,30.0,25.0,20.0,10.0,10.0,5.0,6.666666666666667,8.0,7.666666666666667,7.0,7.666666666666667,8.0,7.333333333333333
423,1.0,0.0,7.0,9.0,9.0,8.0,9.0,30.0,20.0,30.0,10.0,5.0,5.0,5.5,8.5,7.5,5.0,7.0,3.5,4.5
424,1.0,0.0,7.0,7.0,7.0,7.0,7.0,17.0,16.0,17.0,17.0,17.0,16.0,7.0,8.0,7.0,5.0,5.0,5.0,6.0
425,1.0,0.0,6.0,9.0,9.0,6.0,9.0,16.0,25.0,20.0,12.0,12.0,15.0,3.5,6.333333333333333,7.5,3.6666666666666665,8.0,4.333333333333333,5.0
426,1.0,0.0,8.0,8.0,10.0,8.0,9.0,25.0,7.0,35.0,20.0,8.0,5.0,3.3333333333333335,4.333333333333333,6.666666666666667,4.333333333333333,9.0,4.0,4.0
427,1.0,0.0,7.0,10.0,7.0,8.0,9.0,20.0,20.0,20.0,20.0,20.0,20.0,6.333333333333333,8.0,7.333333333333333,5.0,6.333333333333333,5.333333333333333,5.0
428,1.0,1.0,8.0,8.0,9.0,7.0,9.0,60.0,10.0,10.0,10.0,10.0,0.0,6.5,8.0,9.0,7.5,9.0,7.5,8.0
429,1.0,0.0,8.0,8.0,9.0,9.0,8.0,55.0,10.0,15.0,15.0,5.0,0.0,6.333333333333333,6.666666666666667,6.666666666666667,4.333333333333333,8.0,3.0,5.333333333333333
430,0.0,0.0,5.0,8.0,5.0,8.0,8.0,10.0,25.0,15.0,20.0,15.0,15.0,5.5,6.0,6.0,5.25,5.0,4.75,5.5
431,0.0,0.0,7.0,10.0,9.0,7.0,10.0,15.0,15.0,25.0,15.0,15.0,15.0,5.5,6.25,5.25,5.25,5.0,5.5,5.75
432,0.0,0.42857142857142855,7.0,8.0,8.0,8.0,8.0,15.0,30.0,30.0,10.0,10.0,5.0,6.333333333333333,8.166666666666666,8.166666666666666,7.0,6.666666666666667,6.0,6.666666666666667
433,0.0,0.0,8.0,6.0,8.0,7.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,4.0,9.0,8.0,10.0,6.0,6.0,9.0
434,0.0,0.0,7.0,7.0,6.0,8.0,4.0,30.0,15.0,15.0,30.0,0.0,10.0,6.833333333333333,7.333333333333333,7.166666666666667,6.0,5.666666666666667,5.166666666666667,6.333333333333333
436,0.0,0.14285714285714285,9.0,8.0,7.0,10.0,6.0,28.0,8.0,17.0,22.0,17.0,8.0,8.0,6.166666666666667,6.666666666666667,8.333333333333334,7.666666666666667,5.333333333333333,6.333333333333333
437,0.0,0.42857142857142855,7.0,9.0,9.0,9.0,8.0,15.0,15.0,18.0,18.0,14.0,20.0,6.333333333333333,7.666666666666667,6.666666666666667,6.166666666666667,4.833333333333333,5.166666666666667,6.833333333333333
438,0.0,0.14285714285714285,7.0,8.0,7.0,7.0,7.0,14.0,15.0,16.0,17.0,18.0,20.0,6.6,7.2,7.8,6.8,7.2,5.4,7.0
439,0.0,0.0,8.0,8.0,7.0,7.0,7.0,20.0,10.0,50.0,5.0,10.0,5.0,8.142857142857142,5.428571428571429,7.285714285714286,6.714285714285714,6.142857142857143,4.714285714285714,7.0
440,1.0,0.0,8.0,8.0,9.0,9.0,9.0,35.0,5.0,30.0,20.0,5.0,5.0,8.6,7.8,8.8,8.8,8.2,7.8,8.0
441,1.0,0.16666666666666666,8.0,7.0,9.0,8.0,8.0,35.0,10.0,25.0,20.0,5.0,5.0,6.6,6.6,7.8,7.2,7.8,7.4,7.0
442,1.0,0.3333333333333333,7.0,9.0,8.0,8.0,9.0,40.0,10.0,0.0,45.0,0.0,5.0,5.833333333333333,7.833333333333333,8.333333333333334,6.166666666666667,7.833333333333333,5.0,6.5
444,1.0,0.0,8.0,7.0,8.0,9.0,7.0,50.0,10.0,10.0,30.0,0.0,0.0,8.833333333333334,7.0,8.166666666666666,7.833333333333333,9.166666666666666,6.166666666666667,7.666666666666667
445,1.0,0.3333333333333333,9.0,8.0,10.0,7.0,7.0,40.0,12.0,18.0,12.0,6.0,12.0,7.4,8.0,8.4,8.2,8.6,8.0,7.8
447,1.0,0.0,6.0,10.0,7.0,6.0,4.0,15.0,30.0,25.0,20.0,0.0,10.0,6.5,8.5,8.0,7.5,7.0,2.5,7.0
448,1.0,0.6,8.0,9.0,9.0,8.0,10.0,25.0,15.0,25.0,25.0,5.0,5.0,8.0,6.0,7.4,7.4,9.0,6.6,5.8
449,1.0,0.0,7.0,10.0,10.0,10.0,8.0,55.0,2.0,1.0,40.0,1.0,1.0,7.0,7.0,7.0,7.0,4.0,3.0,6.0
450,1.0,0.4,9.0,6.0,10.0,7.0,10.0,50.0,5.0,5.0,5.0,5.0,30.0,5.5,7.333333333333333,8.333333333333334,7.166666666666667,8.5,6.666666666666667,6.333333333333333
451,1.0,0.0,2.0,4.0,4.0,4.0,4.0,20.0,40.0,5.0,20.0,5.0,10.0,3.5,6.5,8.0,5.0,7.5,2.5,5.0
452,1.0,0.0,7.0,8.0,10.0,7.0,8.0,35.0,30.0,25.0,5.0,0.0,5.0,5.5,7.5,8.5,8.0,8.5,2.5,5.5
453,1.0,0.0,5.0,6.0,8.0,7.0,5.0,30.0,30.0,30.0,5.0,0.0,5.0,3.5,8.0,8.0,6.0,6.5,1.5,3.5
454,0.0,0.0,8.0,9.0,9.0,9.0,7.0,10.0,20.0,20.0,20.0,10.0,20.0,5.0,10.0,8.0,8.0,7.0,7.0,9.0
455,0.0,0.0,7.0,9.0,8.0,9.0,8.0,10.0,25.0,20.0,16.0,20.0,9.0,5.333333333333333,8.666666666666666,7.0,5.666666666666667,6.333333333333333,6.333333333333333,5.666666666666667
456,0.0,0.0,8.0,8.0,7.0,6.0,7.0,25.0,20.0,15.0,10.0,15.0,15.0,7.0,5.666666666666667,6.666666666666667,6.666666666666667,7.666666666666667,5.666666666666667,6.0
457,0.0,0.0,7.0,6.0,8.0,7.0,3.0,25.0,0.0,25.0,25.0,0.0,25.0,5.0,9.0,6.666666666666667,6.666666666666667,4.666666666666667,4.333333333333333,6.333333333333333
458,0.0,0.6666666666666666,10.0,10.0,10.0,9.0,10.0,50.0,5.0,25.0,20.0,0.0,0.0,6.333333333333333,6.0,7.0,6.666666666666667,7.333333333333333,6.0,6.0
459,0.0,0.0,5.0,5.0,5.0,5.0,8.0,30.0,10.0,10.0,30.0,10.0,10.0,6.666666666666667,6.666666666666667,7.0,6.333333333333333,7.0,6.0,6.333333333333333
460,1.0,0.0,8.0,8.0,9.0,7.0,7.0,20.0,10.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
462,1.0,0.2,4.0,9.0,8.0,6.0,2.0,30.0,30.0,10.0,10.0,0.0,20.0,3.6,8.2,6.6,4.2,6.4,4.0,4.0
463,1.0,0.0,6.0,7.0,8.0,7.0,7.0,15.0,15.0,15.0,15.0,15.0,25.0,5.6,8.2,8.2,6.2,7.2,4.2,6.4
464,1.0,0.2,5.0,8.0,9.0,8.0,10.0,15.0,15.0,15.0,20.0,15.0,20.0,6.8,7.0,8.0,7.8,7.4,5.4,6.8
466,0.0,0.0,7.0,9.0,8.0,7.0,8.0,10.0,20.0,20.0,15.0,20.0,15.0,7.166666666666667,7.666666666666667,7.666666666666667,7.5,6.5,5.5,6.666666666666667
467,0.0,0.6666666666666666,8.0,8.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,7.5,7.666666666666667,7.333333333333333,7.666666666666667,7.166666666666667,7.5
468,0.0,0.5,8.0,9.0,8.0,6.0,8.0,15.0,25.0,15.0,15.0,15.0,15.0,8.5,7.5,8.5,7.5,7.5,3.0,8.0
469,0.0,0.25,8.0,8.0,6.0,8.0,6.0,20.0,10.0,20.0,20.0,10.0,20.0,7.0,7.333333333333333,8.0,6.333333333333333,6.0,6.0,6.666666666666667
470,0.0,0.25,4.0,9.0,8.0,5.0,6.0,10.0,20.0,25.0,25.0,10.0,10.0,7.5,6.75,8.5,6.5,8.0,4.25,6.0
471,0.0,0.0,7.0,8.0,9.0,8.0,9.0,15.0,15.0,25.0,10.0,15.0,20.0,6.0,5.333333333333333,7.0,6.666666666666667,6.333333333333333,4.666666666666667,5.666666666666667
472,0.0,0.0,8.0,10.0,8.0,10.0,9.0,10.0,25.0,25.0,20.0,10.0,10.0,5.0,7.0,7.0,6.5,7.0,5.5,4.5
473,0.0,0.25,7.0,9.0,10.0,8.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0,5.5,6.75,7.25,5.25,6.75,5.5,5.75
474,0.0,0.0,9.0,9.0,8.0,10.0,7.0,15.0,20.0,10.0,30.0,5.0,20.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0
475,0.0,0.0,5.0,8.0,7.0,5.0,7.0,10.0,15.0,30.0,10.0,15.0,20.0,5.0,6.5,5.5,5.0,6.0,5.0,6.0
476,0.0,0.0,7.0,9.0,7.0,5.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,6.666666666666667,7.833333333333333,6.666666666666667,6.666666666666667,6.0,4.666666666666667,5.833333333333333
477,0.0,0.0,6.0,8.0,7.0,7.0,7.0,16.0,19.0,16.0,17.0,15.0,17.0,4.5,5.5,6.0,6.0,5.5,7.5,6.5
478,0.0,0.2,7.0,8.0,8.0,9.0,7.0,20.0,20.0,10.0,20.0,10.0,20.0,7.5,7.333333333333333,8.0,7.333333333333333,8.166666666666666,7.5,7.666666666666667
479,0.0,0.0,8.0,8.0,8.0,8.0,8.0,15.0,15.0,20.0,20.0,15.0,15.0,7.333333333333333,7.166666666666667,7.5,6.666666666666667,7.166666666666667,6.166666666666667,6.5
480,0.0,0.3333333333333333,8.0,9.0,8.0,10.0,7.0,16.0,18.0,18.0,20.0,12.0,16.0,8.0,8.2,8.2,7.8,7.2,7.6,7.4
481,1.0,0.16666666666666666,8.0,7.0,9.0,8.0,5.0,25.0,20.0,15.0,20.0,5.0,15.0,6.333333333333333,7.0,6.583333333333333,5.333333333333333,5.5,4.666666666666667,5.666666666666667
482,1.0,0.2,7.0,10.0,8.0,9.0,8.0,20.0,10.0,22.0,20.0,15.0,13.0,6.5,7.75,7.75,6.75,8.75,5.75,6.25
483,1.0,0.0,8.0,10.0,10.0,10.0,10.0,40.0,20.0,20.0,20.0,0.0,0.0,5.0,5.8,5.8,6.2,5.2,5.0,4.8
484,1.0,0.3333333333333333,4.0,8.0,9.0,2.0,9.0,16.0,16.0,20.0,16.0,16.0,16.0,4.5,6.25,7.5,4.25,5.0,4.0,5.25
485,1.0,0.0,8.0,8.0,8.0,7.0,7.0,20.0,15.0,20.0,15.0,15.0,15.0,4.0,9.0,8.0,6.0,6.0,8.0,6.0
486,1.0,0.0,7.0,10.0,9.0,8.0,9.0,20.0,20.0,20.0,15.0,10.0,15.0,4.666666666666667,5.333333333333333,7.0,5.0,7.0,6.333333333333333,5.666666666666667
487,1.0,0.0,7.0,9.0,8.0,6.0,5.0,25.0,26.0,15.0,10.0,9.0,15.0,4.25,8.25,8.25,4.5,5.5,3.75,5.0
488,1.0,0.25,5.0,10.0,10.0,7.0,8.0,15.0,20.0,20.0,20.0,5.0,20.0,5.25,5.5,5.75,6.25,6.75,5.25,5.75
489,1.0,0.5,6.0,8.0,9.0,8.0,10.0,20.0,10.0,20.0,20.0,20.0,0.0,7.166666666666667,7.333333333333333,7.333333333333333,6.833333333333333,7.166666666666667,5.666666666666667,6.5
490,1.0,0.16666666666666666,3.0,7.0,8.0,6.0,6.0,30.0,15.0,20.0,10.0,10.0,15.0,3.25,7.5,7.25,6.25,6.5,4.5,4.5
491,1.0,0.0,7.0,7.0,7.0,7.0,7.0,30.0,10.0,25.0,20.0,8.0,7.0,7.333333333333333,5.0,8.0,8.333333333333334,8.0,6.333333333333333,6.333333333333333
492,1.0,1.0,10.0,10.0,10.0,10.0,10.0,30.0,0.0,30.0,30.0,10.0,0.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0
493,1.0,0.3333333333333333,7.0,7.0,8.0,8.0,8.0,30.0,10.0,10.0,30.0,10.0,10.0,6.25,8.0,5.75,6.25,5.5,6.0,6.5
494,1.0,0.0,9.0,10.0,10.0,10.0,7.0,25.0,25.0,25.0,25.0,0.0,0.0,5.0,7.6,7.8,6.8,6.8,6.0,6.4
495,1.0,0.0,7.0,7.0,8.0,7.0,9.0,20.0,20.0,20.0,15.0,15.0,10.0,4.0,7.0,7.0,7.0,7.0,6.0,5.0
496,0.0,0.0,5.0,8.0,9.0,6.0,8.0,20.0,30.0,20.0,20.0,10.0,0.0,7.0,8.0,7.0,6.5,6.5,7.0,7.5
497,0.0,0.0,8.0,10.0,9.0,10.0,8.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,6.5,6.5,7.0,6.5,5.5,5.5
498,0.0,0.0,8.0,9.0,9.0,10.0,10.0,18.0,18.0,18.0,18.0,18.0,10.0,6.5,7.0,7.0,6.5,6.0,5.5,6.5
499,0.0,0.5,9.0,10.0,10.0,9.0,4.0,19.0,19.0,19.0,19.0,5.0,19.0,6.0,8.0,7.5,6.5,7.0,5.0,7.0
501,0.0,0.5,8.0,9.0,9.0,8.0,9.0,30.0,10.0,20.0,10.0,10.0,20.0,6.0,7.0,5.5,6.0,5.5,6.5,6.0
503,1.0,0.0,7.0,9.0,10.0,4.0,5.0,30.0,30.0,40.0,0.0,0.0,0.0,2.5,6.25,8.0,4.75,7.5,3.0,5.0
504,1.0,0.5,7.0,5.0,8.0,6.0,8.0,30.0,0.0,30.0,15.0,15.0,10.0,7.25,7.5,8.0,6.75,6.75,4.75,6.75
505,1.0,1.0,9.0,10.0,10.0,8.0,10.0,,,,,,,,,,,,,
508,1.0,0.0,7.0,8.0,9.0,8.0,8.0,18.0,10.0,18.0,18.0,18.0,18.0,5.0,5.0,7.0,6.0,7.0,4.0,3.0
509,0.0,0.25,5.0,6.0,8.0,4.0,9.0,10.0,20.0,30.0,10.0,10.0,20.0,5.6,7.4,8.0,6.8,8.4,6.6,7.0
511,0.0,0.14285714285714285,8.0,4.0,8.0,10.0,8.0,20.0,10.0,10.0,30.0,15.0,15.0,5.714285714285714,7.285714285714286,8.0,6.0,7.428571428571429,5.857142857142857,5.857142857142857
512,0.0,0.1111111111111111,7.0,8.0,7.0,8.0,7.0,20.0,20.0,20.0,20.0,5.0,15.0,7.625,6.25,6.25,6.875,6.125,4.5,6.875
513,0.0,0.4166666666666667,6.0,8.0,6.0,7.0,4.0,20.0,20.0,20.0,20.0,5.0,15.0,7.923076923076923,6.076923076923077,6.230769230769231,7.6923076923076925,6.0,4.615384615384615,6.538461538461538
514,0.0,0.0,8.0,10.0,9.0,8.0,7.0,20.0,20.0,20.0,15.0,5.0,20.0,4.083333333333333,6.583333333333333,6.166666666666667,6.333333333333333,6.416666666666667,4.5,5.25
515,0.0,0.2857142857142857,8.0,10.0,10.0,8.0,8.0,20.0,20.0,20.0,15.0,10.0,15.0,6.5,6.2,6.7,6.0,5.8,4.4,5.4
516,0.0,0.14285714285714285,8.0,9.0,8.0,9.0,8.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,6.0,7.714285714285714,6.571428571428571,6.857142857142857,4.714285714285714,6.0
518,0.0,0.5,6.0,9.0,8.0,8.0,7.0,20.0,25.0,25.0,30.0,5.0,5.0,7.0,6.833333333333333,6.583333333333333,7.5,6.166666666666667,5.333333333333333,6.833333333333333
519,0.0,0.0,8.0,10.0,9.0,9.0,10.0,40.0,5.0,30.0,15.0,5.0,5.0,5.818181818181818,6.818181818181818,6.636363636363637,5.454545454545454,5.7272727272727275,4.090909090909091,5.454545454545454
520,0.0,0.0,8.0,9.0,8.0,7.0,5.0,25.0,15.0,25.0,15.0,10.0,10.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0
521,0.0,0.45454545454545453,7.0,9.0,8.0,9.0,8.0,10.0,30.0,20.0,15.0,15.0,10.0,6.0,7.166666666666667,6.916666666666667,5.833333333333333,5.833333333333333,4.833333333333333,5.916666666666667
522,0.0,0.3,7.0,7.0,9.0,7.0,8.0,10.0,20.0,15.0,20.0,15.0,20.0,6.153846153846154,6.769230769230769,7.6923076923076925,6.538461538461538,6.923076923076923,5.153846153846154,6.153846153846154
523,0.0,0.3333333333333333,6.0,9.0,9.0,8.0,6.0,10.0,25.0,20.0,20.0,5.0,20.0,4.571428571428571,7.285714285714286,7.285714285714286,5.714285714285714,6.285714285714286,6.857142857142857,5.571428571428571
524,0.0,0.42857142857142855,5.0,9.0,8.0,7.0,7.0,15.0,20.0,25.0,20.0,10.0,10.0,6.285714285714286,8.571428571428571,8.428571428571429,7.857142857142857,7.714285714285714,5.571428571428571,6.285714285714286
525,0.0,0.0,6.0,10.0,10.0,8.0,9.0,10.0,15.0,30.0,20.0,15.0,10.0,4.5,6.7,5.9,5.8,5.2,3.9,4.5
527,0.0,0.0,10.0,10.0,10.0,10.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0,5.0,6.0,5.0,7.0,5.0,6.0,6.0
529,0.0,0.25,6.0,10.0,7.0,9.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0,4.0,7.714285714285714,7.714285714285714,6.0,6.857142857142857,5.714285714285714,5.142857142857143
530,0.0,0.14285714285714285,3.0,9.0,9.0,9.0,7.0,20.0,20.0,10.0,15.0,5.0,30.0,4.428571428571429,8.0,7.857142857142857,5.0,6.0,4.428571428571429,4.285714285714286
531,1.0,0.14285714285714285,10.0,10.0,10.0,6.0,10.0,15.0,30.0,20.0,20.0,10.0,5.0,4.714285714285714,6.714285714285714,7.142857142857143,6.0,6.285714285714286,5.285714285714286,5.428571428571429
532,1.0,0.42857142857142855,7.0,9.0,8.0,7.0,8.0,25.0,20.0,20.0,20.0,5.0,10.0,3.8333333333333335,7.333333333333333,7.166666666666667,4.166666666666667,5.666666666666667,4.666666666666667,4.333333333333333
533,1.0,0.3333333333333333,8.0,9.0,9.0,8.0,9.0,25.0,25.0,25.0,13.0,12.0,0.0,6.125,6.625,7.375,5.5,6.25,4.75,6.125
534,1.0,0.0,7.0,9.0,9.0,8.0,5.0,30.0,30.0,30.0,5.0,2.0,3.0,4.5,6.0,8.0,3.5,5.5,3.0,3.5
535,1.0,0.4444444444444444,6.0,7.0,7.0,6.0,5.0,23.0,14.0,19.0,16.0,10.0,18.0,6.75,6.75,8.125,7.125,7.0,5.0,6.375
536,1.0,0.0,7.0,8.0,8.0,8.0,8.0,30.0,20.0,20.0,20.0,10.0,0.0,6.5,7.166666666666667,6.666666666666667,6.0,6.666666666666667,5.0,5.833333333333333
537,1.0,0.14285714285714285,7.0,9.0,9.0,9.0,7.0,20.0,5.0,25.0,25.0,5.0,20.0,5.5,5.333333333333333,6.666666666666667,6.166666666666667,6.333333333333333,6.333333333333333,5.5
538,1.0,0.125,7.0,8.0,8.0,9.0,8.0,50.0,0.0,10.0,30.0,0.0,10.0,6.333333333333333,7.0,8.333333333333334,9.0,8.666666666666666,7.333333333333333,8.0
539,1.0,0.1111111111111111,8.0,8.0,10.0,9.0,10.0,30.0,10.0,20.0,15.0,15.0,10.0,5.375,6.125,8.0,7.125,7.625,5.5,6.5
540,1.0,0.0,5.0,7.0,5.0,6.0,7.0,20.0,15.0,20.0,20.0,15.0,10.0,4.666666666666667,6.666666666666667,7.0,6.166666666666667,6.5,4.666666666666667,6.166666666666667
541,1.0,0.16666666666666666,8.0,9.0,9.0,9.0,8.0,40.0,30.0,0.0,20.0,0.0,10.0,5.0,6.5,7.166666666666667,5.833333333333333,5.833333333333333,6.5,5.666666666666667
542,1.0,0.2857142857142857,8.0,9.0,8.0,8.0,9.0,25.0,15.0,20.0,20.0,10.0,10.0,5.0,6.2,6.6,5.8,6.0,4.6,4.4
543,1.0,0.0,7.0,9.0,8.0,9.0,9.0,20.0,16.0,16.0,17.0,16.0,15.0,5.833333333333333,7.166666666666667,7.333333333333333,7.333333333333333,6.5,6.166666666666667,6.666666666666667
544,1.0,0.2857142857142857,7.0,10.0,9.0,10.0,8.0,15.0,25.0,20.0,10.0,10.0,20.0,4.833333333333333,6.666666666666667,5.833333333333333,6.0,5.5,5.333333333333333,5.5
