,id,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr,sinc,intel,fun,amb,shar,like,condtn,round,int_corr,age_o,age,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,group
2444,4.0,177,190.0,8,0,0,9.0,9.0,9.0,8.0,9.0,15.56,20.0,20.0,20.0,13.33,11.11,6.0,7.0,7.0,8.0,8.0,3.0,7.0,1,10,-0.03,25.0,22.0,15.09,16.98,16.98,16.98,18.87,15.09,10.0,7.0,5.0,6.0,6.0,6.0,25.0,15.0,15.0,17.5,12.5,15.0,7.0,8.0,8.0,8.0,8.0,2
2445,4.0,177,191.0,8,0,0,9.0,9.0,9.0,8.0,9.0,20.45,20.45,20.45,18.18,18.18,2.27,7.0,7.0,7.0,6.0,8.0,7.0,7.0,1,10,0.14,28.0,22.0,15.09,16.98,16.98,16.98,18.87,15.09,10.0,7.0,5.0,6.0,6.0,6.0,25.0,15.0,15.0,17.5,12.5,15.0,7.0,8.0,8.0,8.0,8.0,2
2446,4.0,177,192.0,8,0,0,9.0,9.0,9.0,8.0,9.0,19.57,19.57,15.22,17.39,15.22,13.04,7.0,7.0,8.0,8.0,8.0,7.0,7.0,1,10,0.07,24.0,22.0,15.09,16.98,16.98,16.98,18.87,15.09,10.0,7.0,5.0,6.0,6.0,6.0,25.0,15.0,15.0,17.5,12.5,15.0,7.0,8.0,8.0,8.0,8.0,2
2449,5.0,178,185.0,8,0,0,9.0,9.0,8.0,7.0,7.0,16.98,15.09,16.98,16.98,18.87,15.09,7.0,7.0,7.0,6.0,7.0,6.0,5.0,1,10,0.4,25.0,35.0,15.22,17.39,17.39,17.39,15.22,17.39,9.0,5.0,7.0,9.0,5.0,8.0,22.73,11.36,11.36,18.18,18.18,18.18,7.0,8.0,8.0,8.0,8.0,2
2450,5.0,178,186.0,8,0,1,9.0,9.0,8.0,7.0,7.0,19.44,19.44,22.22,16.67,11.11,11.11,5.0,7.0,7.0,5.0,7.0,6.0,6.0,1,10,0.51,24.0,35.0,15.22,17.39,17.39,17.39,15.22,17.39,9.0,5.0,7.0,9.0,5.0,8.0,22.73,11.36,11.36,18.18,18.18,18.18,7.0,8.0,8.0,8.0,8.0,2
2457,5.0,178,193.0,8,0,0,9.0,9.0,8.0,7.0,7.0,20.93,16.28,23.26,16.28,11.63,11.63,7.0,8.0,8.0,7.0,7.0,6.0,8.0,1,10,0.27,25.0,35.0,15.22,17.39,17.39,17.39,15.22,17.39,9.0,5.0,7.0,9.0,5.0,8.0,22.73,11.36,11.36,18.18,18.18,18.18,7.0,8.0,8.0,8.0,8.0,2
2469,7.0,180,185.0,8,0,0,9.0,9.0,9.0,10.0,9.0,16.98,15.09,16.98,16.98,18.87,15.09,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1,10,0.16,25.0,24.0,15.38,17.31,17.31,19.23,13.46,17.31,8.0,8.0,6.0,7.0,5.0,7.0,18.6,18.6,11.63,23.26,11.63,16.28,7.0,8.0,8.0,8.0,8.0,2
2470,7.0,180,186.0,8,0,0,9.0,9.0,9.0,10.0,9.0,19.44,19.44,22.22,16.67,11.11,11.11,6.0,7.0,7.0,5.0,5.0,6.0,7.0,1,10,0.34,24.0,24.0,15.38,17.31,17.31,19.23,13.46,17.31,8.0,8.0,6.0,7.0,5.0,7.0,18.6,18.6,11.63,23.26,11.63,16.28,7.0,8.0,8.0,8.0,8.0,2
2477,7.0,180,193.0,8,0,0,9.0,9.0,9.0,10.0,9.0,20.93,16.28,23.26,16.28,11.63,11.63,7.0,7.0,7.0,8.0,6.0,5.0,6.0,1,10,0.15,25.0,24.0,15.38,17.31,17.31,19.23,13.46,17.31,8.0,8.0,6.0,7.0,5.0,7.0,18.6,18.6,11.63,23.26,11.63,16.28,7.0,8.0,8.0,8.0,8.0,2
2498,10.0,183,184.0,8,0,1,9.0,7.0,9.0,9.0,7.0,16.67,16.67,16.67,16.67,16.67,16.67,8.0,9.0,9.0,7.0,6.0,9.0,7.0,1,10,0.28,34.0,24.0,20.0,22.5,17.5,22.5,10.0,7.5,6.0,9.0,9.0,8.0,7.0,6.0,23.68,21.05,13.16,23.68,15.79,2.63,7.0,8.0,8.0,8.0,8.0,2
2501,10.0,183,187.0,8,0,0,9.0,7.0,9.0,9.0,7.0,16.98,16.98,18.87,16.98,13.21,16.98,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,10,-0.13,26.0,24.0,20.0,22.5,17.5,22.5,10.0,7.5,6.0,9.0,9.0,8.0,7.0,6.0,23.68,21.05,13.16,23.68,15.79,2.63,7.0,8.0,8.0,8.0,8.0,2
2502,10.0,183,188.0,8,0,0,9.0,7.0,9.0,9.0,7.0,15.56,11.11,22.22,15.56,20.0,15.56,6.0,7.0,7.0,7.0,7.0,6.0,5.0,1,10,0.31,21.0,24.0,20.0,22.5,17.5,22.5,10.0,7.5,6.0,9.0,9.0,8.0,7.0,6.0,23.68,21.05,13.16,23.68,15.79,2.63,7.0,8.0,8.0,8.0,8.0,2
2504,10.0,183,190.0,8,0,0,9.0,7.0,9.0,9.0,7.0,15.56,20.0,20.0,20.0,13.33,11.11,7.0,7.0,7.0,9.0,9.0,9.0,9.0,1,10,0.24,25.0,24.0,20.0,22.5,17.5,22.5,10.0,7.5,6.0,9.0,9.0,8.0,7.0,6.0,23.68,21.05,13.16,23.68,15.79,2.63,7.0,8.0,8.0,8.0,8.0,2
2505,10.0,183,191.0,8,0,0,9.0,7.0,9.0,9.0,7.0,20.45,20.45,20.45,18.18,18.18,2.27,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,10,0.43,28.0,24.0,20.0,22.5,17.5,22.5,10.0,7.5,6.0,9.0,9.0,8.0,7.0,6.0,23.68,21.05,13.16,23.68,15.79,2.63,7.0,8.0,8.0,8.0,8.0,2
2506,10.0,183,192.0,8,0,0,9.0,7.0,9.0,9.0,7.0,19.57,19.57,15.22,17.39,15.22,13.04,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,10,0.32,24.0,24.0,20.0,22.5,17.5,22.5,10.0,7.5,6.0,9.0,9.0,8.0,7.0,6.0,23.68,21.05,13.16,23.68,15.79,2.63,7.0,8.0,8.0,8.0,8.0,2
2511,1.0,184,177.0,8,1,0,6.0,10.0,9.0,7.0,5.0,15.09,16.98,16.98,16.98,18.87,15.09,8.0,10.0,10.0,10.0,10.0,10.0,9.0,1,10,0.07,22.0,34.0,16.67,16.67,16.67,16.67,16.67,16.67,8.0,8.0,8.0,8.0,8.0,8.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
2517,1.0,184,183.0,8,1,1,6.0,10.0,9.0,7.0,5.0,20.0,22.5,17.5,22.5,10.0,7.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,10,0.28,24.0,34.0,16.67,16.67,16.67,16.67,16.67,16.67,8.0,8.0,8.0,8.0,8.0,8.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
2518,2.0,185,174.0,8,1,0,10.0,10.0,8.0,7.0,8.0,9.52,23.81,16.67,16.67,16.67,16.67,6.0,6.0,7.0,6.0,5.0,8.0,7.0,1,10,0.48,29.0,25.0,16.98,15.09,16.98,16.98,18.87,15.09,8.0,10.0,10.0,10.0,10.0,8.0,16.36,18.18,14.55,18.18,18.18,14.55,7.0,8.0,8.0,8.0,8.0,2
2520,2.0,185,176.0,8,1,0,10.0,10.0,8.0,7.0,8.0,13.04,21.74,19.57,17.39,15.22,13.04,3.0,8.0,8.0,4.0,7.0,6.0,2.0,1,10,0.16,28.0,25.0,16.98,15.09,16.98,16.98,18.87,15.09,8.0,10.0,10.0,10.0,10.0,8.0,16.36,18.18,14.55,18.18,18.18,14.55,7.0,8.0,8.0,8.0,8.0,2
2522,2.0,185,178.0,8,1,0,10.0,10.0,8.0,7.0,8.0,15.22,17.39,17.39,17.39,15.22,17.39,3.0,7.0,7.0,6.0,8.0,9.0,7.0,1,10,0.4,35.0,25.0,16.98,15.09,16.98,16.98,18.87,15.09,8.0,10.0,10.0,10.0,10.0,8.0,16.36,18.18,14.55,18.18,18.18,14.55,7.0,8.0,8.0,8.0,8.0,2
2524,2.0,185,180.0,8,1,0,10.0,10.0,8.0,7.0,8.0,15.38,17.31,17.31,19.23,13.46,17.31,9.0,10.0,8.0,8.0,8.0,5.0,9.0,1,10,0.16,24.0,25.0,16.98,15.09,16.98,16.98,18.87,15.09,8.0,10.0,10.0,10.0,10.0,8.0,16.36,18.18,14.55,18.18,18.18,14.55,7.0,8.0,8.0,8.0,8.0,2
2528,3.0,186,174.0,8,1,0,4.0,8.0,7.0,4.0,6.0,9.52,23.81,16.67,16.67,16.67,16.67,4.0,6.0,6.0,7.0,5.0,6.0,5.0,1,10,0.35,29.0,24.0,19.44,19.44,22.22,16.67,11.11,11.11,7.0,4.0,6.0,8.0,6.0,4.0,15.79,13.16,21.05,18.42,21.05,10.53,7.0,8.0,8.0,8.0,8.0,2
2530,3.0,186,176.0,8,1,1,4.0,8.0,7.0,4.0,6.0,13.04,21.74,19.57,17.39,15.22,13.04,8.0,7.0,7.0,6.0,7.0,8.0,7.0,1,10,0.5,28.0,24.0,19.44,19.44,22.22,16.67,11.11,11.11,7.0,4.0,6.0,8.0,6.0,4.0,15.79,13.16,21.05,18.42,21.05,10.53,7.0,8.0,8.0,8.0,8.0,2
2532,3.0,186,178.0,8,1,1,4.0,8.0,7.0,4.0,6.0,15.22,17.39,17.39,17.39,15.22,17.39,5.0,6.0,6.0,2.0,7.0,5.0,3.0,1,10,0.51,35.0,24.0,19.44,19.44,22.22,16.67,11.11,11.11,7.0,4.0,6.0,8.0,6.0,4.0,15.79,13.16,21.05,18.42,21.05,10.53,7.0,8.0,8.0,8.0,8.0,2
2534,3.0,186,180.0,8,1,0,4.0,8.0,7.0,4.0,6.0,15.38,17.31,17.31,19.23,13.46,17.31,7.0,7.0,7.0,7.0,7.0,6.0,6.0,1,10,0.34,24.0,24.0,19.44,19.44,22.22,16.67,11.11,11.11,7.0,4.0,6.0,8.0,6.0,4.0,15.79,13.16,21.05,18.42,21.05,10.53,7.0,8.0,8.0,8.0,8.0,2
2541,4.0,187,177.0,8,1,0,8.0,9.0,10.0,7.0,7.0,15.09,16.98,16.98,16.98,18.87,15.09,4.0,7.0,7.0,7.0,7.0,6.0,5.0,1,10,0.14,22.0,26.0,16.98,16.98,18.87,16.98,13.21,16.98,10.0,6.0,6.0,10.0,2.0,5.0,15.09,18.87,15.09,18.87,18.87,13.21,7.0,8.0,8.0,8.0,8.0,2
2547,4.0,187,183.0,8,1,0,8.0,9.0,10.0,7.0,7.0,20.0,22.5,17.5,22.5,10.0,7.5,4.0,7.0,7.0,1.0,7.0,1.0,1.0,1,10,-0.13,24.0,26.0,16.98,16.98,18.87,16.98,13.21,16.98,10.0,6.0,6.0,10.0,2.0,5.0,15.09,18.87,15.09,18.87,18.87,13.21,7.0,8.0,8.0,8.0,8.0,2
2551,5.0,188,177.0,8,1,0,7.0,5.0,10.0,7.0,10.0,15.09,16.98,16.98,16.98,18.87,15.09,3.0,4.0,5.0,5.0,5.0,5.0,2.0,1,10,-0.13,22.0,21.0,15.56,11.11,22.22,15.56,20.0,15.56,9.0,7.0,7.0,7.0,7.0,9.0,14.29,14.29,19.05,19.05,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
2557,5.0,188,183.0,8,1,0,7.0,5.0,10.0,7.0,10.0,20.0,22.5,17.5,22.5,10.0,7.5,4.0,5.0,5.0,5.0,5.0,5.0,3.0,1,10,0.31,24.0,21.0,15.56,11.11,22.22,15.56,20.0,15.56,9.0,7.0,7.0,7.0,7.0,9.0,14.29,14.29,19.05,19.05,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
2559,6.0,189,175.0,8,1,0,8.0,8.0,8.0,8.0,9.0,12.24,20.41,16.33,14.29,20.41,16.33,6.0,6.0,5.0,5.0,4.0,5.0,6.0,1,10,0.1,23.0,27.0,16.98,16.98,16.98,16.98,16.98,15.09,9.0,7.0,7.0,8.0,7.0,7.0,16.98,16.98,16.98,16.98,16.98,15.09,7.0,8.0,8.0,8.0,8.0,2
2571,7.0,190,177.0,8,1,0,7.0,7.0,7.0,7.0,7.0,15.09,16.98,16.98,16.98,18.87,15.09,5.0,7.0,5.0,8.0,5.0,6.0,4.0,1,10,-0.03,22.0,25.0,15.56,20.0,20.0,20.0,13.33,11.11,9.0,7.0,8.0,9.0,8.0,7.0,12.77,19.15,19.15,19.15,14.89,14.89,7.0,8.0,8.0,8.0,8.0,2
2577,7.0,190,183.0,8,1,0,7.0,7.0,7.0,7.0,7.0,20.0,22.5,17.5,22.5,10.0,7.5,8.0,3.0,8.0,8.0,4.0,1.0,6.0,1,10,0.24,24.0,25.0,15.56,20.0,20.0,20.0,13.33,11.11,9.0,7.0,8.0,9.0,8.0,7.0,12.77,19.15,19.15,19.15,14.89,14.89,7.0,8.0,8.0,8.0,8.0,2
2581,8.0,191,177.0,8,1,0,7.0,7.0,7.0,6.0,8.0,15.09,16.98,16.98,16.98,18.87,15.09,5.0,7.0,7.0,6.0,6.0,6.0,5.0,1,10,0.14,22.0,28.0,20.45,20.45,20.45,18.18,18.18,2.27,8.0,7.0,6.0,5.0,4.0,5.0,9.09,20.45,18.18,15.91,20.45,15.91,7.0,8.0,8.0,8.0,8.0,2
2587,8.0,191,183.0,8,1,0,7.0,7.0,7.0,6.0,8.0,20.0,22.5,17.5,22.5,10.0,7.5,5.0,7.0,7.0,6.0,6.0,6.0,5.0,1,10,0.43,24.0,28.0,20.45,20.45,20.45,18.18,18.18,2.27,8.0,7.0,6.0,5.0,4.0,5.0,9.09,20.45,18.18,15.91,20.45,15.91,7.0,8.0,8.0,8.0,8.0,2
2591,9.0,192,177.0,8,1,0,7.0,10.0,9.0,9.0,10.0,15.09,16.98,16.98,16.98,18.87,15.09,6.0,8.0,6.0,7.0,9.0,4.0,6.0,1,10,0.07,22.0,24.0,19.57,19.57,15.22,17.39,15.22,13.04,9.0,6.0,5.0,8.0,4.0,6.0,14.0,18.0,14.0,20.0,18.0,16.0,7.0,8.0,8.0,8.0,8.0,2
2597,9.0,192,183.0,8,1,0,7.0,10.0,9.0,9.0,10.0,20.0,22.5,17.5,22.5,10.0,7.5,5.0,7.0,6.0,5.0,5.0,6.0,6.0,1,10,0.32,24.0,24.0,19.57,19.57,15.22,17.39,15.22,13.04,9.0,6.0,5.0,8.0,4.0,6.0,14.0,18.0,14.0,20.0,18.0,16.0,7.0,8.0,8.0,8.0,8.0,2
2598,10.0,193,174.0,8,1,0,7.0,9.0,10.0,5.0,7.0,9.52,23.81,16.67,16.67,16.67,16.67,3.0,9.0,7.0,5.0,6.0,6.0,7.0,1,10,0.37,29.0,25.0,20.93,16.28,23.26,16.28,11.63,11.63,10.0,5.0,5.0,7.0,5.0,3.0,26.32,13.16,13.16,26.32,13.16,7.89,7.0,8.0,8.0,8.0,8.0,2
2600,10.0,193,176.0,8,1,0,7.0,9.0,10.0,5.0,7.0,13.04,21.74,19.57,17.39,15.22,13.04,6.0,9.0,9.0,3.0,9.0,6.0,5.0,1,10,0.4,28.0,25.0,20.93,16.28,23.26,16.28,11.63,11.63,10.0,5.0,5.0,7.0,5.0,3.0,26.32,13.16,13.16,26.32,13.16,7.89,7.0,8.0,8.0,8.0,8.0,2
2602,10.0,193,178.0,8,1,0,7.0,9.0,10.0,5.0,7.0,15.22,17.39,17.39,17.39,15.22,17.39,3.0,9.0,9.0,6.0,10.0,9.0,8.0,1,10,0.27,35.0,25.0,20.93,16.28,23.26,16.28,11.63,11.63,10.0,5.0,5.0,7.0,5.0,3.0,26.32,13.16,13.16,26.32,13.16,7.89,7.0,8.0,8.0,8.0,8.0,2
2604,10.0,193,180.0,8,1,0,7.0,9.0,10.0,5.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,7.0,8.0,8.0,6.0,7.0,8.0,8.0,1,10,0.15,24.0,25.0,20.93,16.28,23.26,16.28,11.63,11.63,10.0,5.0,5.0,7.0,5.0,3.0,26.32,13.16,13.16,26.32,13.16,7.89,7.0,8.0,8.0,8.0,8.0,2
2608,1.0,194,214.0,9,0,0,9.0,10.0,10.0,8.0,10.0,17.02,21.28,17.02,21.28,14.89,8.51,7.0,8.0,10.0,8.0,10.0,7.0,7.0,2,20,-0.22,23.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,2
2610,1.0,194,216.0,9,0,0,9.0,10.0,10.0,8.0,10.0,7.5,17.5,20.0,22.5,12.5,20.0,4.0,8.0,8.0,6.0,8.0,5.0,5.0,2,20,0.34,27.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,2
2611,1.0,194,217.0,9,0,0,9.0,10.0,10.0,8.0,10.0,21.28,17.02,21.28,12.77,6.38,21.28,8.0,8.0,10.0,7.0,10.0,9.0,6.0,2,20,-0.43,26.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,2
2612,1.0,194,218.0,9,0,0,9.0,10.0,10.0,8.0,10.0,20.51,5.13,23.08,12.82,17.95,20.51,8.0,9.0,10.0,7.0,10.0,7.0,6.0,2,20,-0.29,24.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,2
2613,1.0,194,219.0,9,0,0,9.0,10.0,10.0,8.0,10.0,16.28,16.28,18.6,16.28,16.28,16.28,8.0,9.0,8.0,7.0,8.0,6.0,6.0,2,20,-0.03,26.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,2
2616,1.0,194,222.0,9,0,0,9.0,10.0,10.0,8.0,10.0,9.52,19.05,23.81,19.05,4.76,23.81,3.0,10.0,9.0,6.0,8.0,5.0,5.0,2,20,-0.23,27.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,2
2617,1.0,194,223.0,9,0,0,9.0,10.0,10.0,8.0,10.0,17.39,17.39,19.57,19.57,10.87,15.22,6.0,10.0,10.0,7.0,10.0,6.0,6.0,2,20,0.3,28.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,2
2618,1.0,194,224.0,9,0,0,9.0,10.0,10.0,8.0,10.0,17.24,17.24,17.24,17.24,13.79,17.24,7.0,9.0,10.0,8.0,9.0,9.0,7.0,2,20,0.19,32.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,2
2620,1.0,194,226.0,9,0,0,9.0,10.0,10.0,8.0,10.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,8.0,8.0,8.0,8.0,7.0,7.0,2,20,-0.07,23.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,2
2621,1.0,194,227.0,9,0,0,9.0,10.0,10.0,8.0,10.0,20.0,16.0,18.0,16.0,16.0,14.0,10.0,8.0,7.0,7.0,9.0,6.0,7.0,2,20,0.57,26.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,2
2623,1.0,194,229.0,9,0,0,9.0,10.0,10.0,8.0,10.0,21.43,16.67,21.43,16.67,11.9,11.9,8.0,9.0,8.0,6.0,7.0,7.0,7.0,2,20,0.33,28.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,2
2624,1.0,194,230.0,9,0,0,9.0,10.0,10.0,8.0,10.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,10.0,9.0,8.0,8.0,6.0,5.0,2,20,-0.02,42.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,2
2626,1.0,194,232.0,9,0,0,9.0,10.0,10.0,8.0,10.0,17.78,17.78,17.78,17.78,13.33,15.56,5.0,10.0,9.0,6.0,7.0,6.0,5.0,2,20,-0.44,31.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,2
2628,2.0,195,214.0,9,0,0,9.0,8.0,10.0,10.0,8.0,17.02,21.28,17.02,21.28,14.89,8.51,8.0,7.0,10.0,8.0,9.0,9.0,10.0,2,20,0.27,23.0,27.0,15.38,19.23,19.23,19.23,13.46,13.46,7.0,9.0,7.0,9.0,10.0,8.0,22.73,15.91,18.18,18.18,11.36,13.64,7.0,8.0,8.0,8.0,8.0,2
2630,2.0,195,216.0,9,0,0,9.0,8.0,10.0,10.0,8.0,7.5,17.5,20.0,22.5,12.5,20.0,5.0,8.0,7.0,6.0,8.0,6.0,6.0,2,20,-0.03,27.0,27.0,15.38,19.23,19.23,19.23,13.46,13.46,7.0,9.0,7.0,9.0,10.0,8.0,22.73,15.91,18.18,18.18,11.36,13.64,7.0,8.0,8.0,8.0,8.0,2
2631,2.0,195,217.0,9,0,1,9.0,8.0,10.0,10.0,8.0,21.28,17.02,21.28,12.77,6.38,21.28,9.0,6.0,10.0,7.0,9.0,6.0,6.0,2,20,0.01,26.0,27.0,15.38,19.23,19.23,19.23,13.46,13.46,7.0,9.0,7.0,9.0,10.0,8.0,22.73,15.91,18.18,18.18,11.36,13.64,7.0,8.0,8.0,8.0,8.0,2
