iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,group,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb
213,228.0,9.0,0.0,0.0,8.0,10.0,9.0,9.0,9.0,16.655,17.82,18.985,18.985,11.46,2.0,15.52,17.24,17.24,17.24,17.24
214,202.58333333333334,9.0,1.0,0.08333333333333333,8.0,10.0,9.0,10.0,8.0,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,2.0,17.02,21.28,17.02,21.28,14.89
215,197.0,9.0,1.0,0.0,7.0,8.0,9.0,9.0,9.0,16.515,18.439999999999998,17.479999999999997,17.46,12.655,2.0,14.89,19.15,21.28,19.15,14.89
216,202.58333333333334,9.0,1.0,0.0,5.0,10.0,9.0,9.0,10.0,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,2.0,7.5,17.5,20.0,22.5,12.5
217,202.58333333333334,9.0,1.0,0.3333333333333333,7.0,10.0,10.0,7.0,10.0,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,2.0,21.28,17.02,21.28,12.770000000000001,6.38
218,202.58333333333334,9.0,1.0,0.0,7.0,6.0,10.0,3.0,10.0,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,2.0,20.51,5.13,23.08,12.82,17.95
219,202.58333333333334,9.0,1.0,0.25,7.0,7.0,9.0,6.0,6.0,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,2.0,16.28,16.28,18.6,16.28,16.28
220,197.0,9.0,1.0,0.0,10.0,10.0,10.0,10.0,10.0,14.0,18.0,20.0,18.0,16.0,2.0,16.67,16.67,16.67,16.67,14.81
221,197.0,9.0,1.0,0.0,7.0,9.0,9.0,7.0,9.0,16.515,18.439999999999998,17.479999999999997,17.46,12.655,2.0,15.56,17.78,17.78,17.78,17.78
222,202.58333333333334,9.0,1.0,0.0,4.0,9.0,9.0,7.0,4.0,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,2.0,9.52,19.05,23.81,19.05,4.76
223,202.58333333333334,9.0,1.0,0.0,7.0,8.0,9.0,7.0,6.0,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,2.0,17.39,17.39,19.57,19.57,10.87
224,202.58333333333334,9.0,1.0,0.08333333333333333,8.0,10.0,8.0,8.0,8.0,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,2.0,17.24,17.24,17.24,17.24,13.79
225,212.5,9.0,1.0,0.0,5.0,9.0,6.0,7.0,7.0,14.905,17.805,17.805,16.784999999999997,17.805,2.0,14.71,14.71,14.71,14.71,20.59
226,202.58333333333334,9.0,1.0,0.16666666666666666,10.0,10.0,10.0,10.0,10.0,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,2.0,25.64,17.95,15.38,20.51,10.26
227,202.58333333333334,9.0,1.0,0.08333333333333333,7.0,10.0,10.0,8.0,10.0,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,2.0,20.0,16.0,18.0,16.0,16.0
228,197.0,9.0,1.0,0.0,5.0,8.0,7.0,4.0,8.0,16.515,18.439999999999998,17.479999999999997,17.46,12.655,2.0,13.51,18.92,21.62,13.51,13.51
229,202.58333333333334,9.0,1.0,0.25,8.0,7.0,10.0,5.0,10.0,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,2.0,21.429999999999996,16.67,21.429999999999996,16.67,11.9
230,202.58333333333334,9.0,1.0,0.16666666666666666,6.0,6.0,6.0,6.0,6.0,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,2.0,23.81,23.81,23.81,23.81,2.38
231,212.5,9.0,1.0,0.5,8.0,8.0,9.0,8.0,3.0,14.905,17.805,17.805,16.784999999999997,17.805,2.0,18.6,20.93,23.26,23.26,2.33
232,202.58333333333334,9.0,1.0,0.0,8.0,8.0,8.0,8.0,6.0,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,2.0,17.78,17.78,17.78,17.78,13.33
233,197.0,9.0,1.0,0.0,7.0,8.0,7.0,8.0,8.0,16.515,18.439999999999998,17.479999999999997,17.46,12.655,2.0,14.0,20.0,18.0,16.0,14.0
234,249.5,10.0,0.0,0.0,7.0,7.0,8.0,8.0,10.0,21.5,19.0,18.5,18.5,12.25,2.0,20.0,20.0,20.0,10.0,10.0
235,244.5,10.0,0.0,0.25,6.0,9.0,8.0,9.0,9.0,23.25,17.5,20.0,16.25,8.75,2.0,15.0,15.0,20.0,20.0,20.0
236,247.0,10.0,0.0,0.0,7.0,9.0,8.0,10.0,8.0,20.0,30.0,10.0,15.0,0.0,2.0,15.0,20.0,15.0,20.0,15.0
237,244.5,10.0,0.0,0.0,8.0,10.0,8.0,7.0,8.0,23.25,17.5,20.0,16.25,8.75,2.0,10.0,20.0,20.0,20.0,20.0
238,244.5,10.0,0.0,0.25,10.0,9.0,9.0,10.0,8.0,23.25,17.5,20.0,16.25,8.75,2.0,15.0,20.0,20.0,15.0,15.0
239,244.5,10.0,0.0,0.25,7.0,9.0,9.0,7.0,4.0,23.25,17.5,20.0,16.25,8.75,2.0,10.0,25.0,20.0,20.0,5.0
240,247.0,10.0,0.0,0.0,3.0,8.0,3.0,5.0,6.0,20.0,30.0,10.0,15.0,0.0,2.0,10.0,30.0,30.0,10.0,10.0
241,247.0,10.0,0.0,0.0,8.0,10.0,8.0,8.0,8.0,20.0,30.0,10.0,15.0,0.0,2.0,90.0,2.0,2.0,2.0,2.0
243,237.25,10.0,1.0,0.25,7.0,9.0,9.0,8.0,5.0,12.5,20.0,20.0,18.75,15.0,2.0,20.0,20.0,20.0,25.0,5.0
244,237.25,10.0,1.0,0.25,7.0,10.0,10.0,7.0,10.0,12.5,20.0,20.0,18.75,15.0,2.0,20.0,20.0,20.0,10.0,10.0
245,237.25,10.0,1.0,0.25,5.0,7.0,8.0,6.0,7.0,12.5,20.0,20.0,18.75,15.0,2.0,18.0,10.0,30.0,10.0,10.0
246,237.25,10.0,1.0,0.0,7.0,8.0,7.0,6.0,6.0,12.5,20.0,20.0,18.75,15.0,2.0,35.0,20.0,10.0,20.0,10.0
247,239.0,10.0,1.0,0.0,5.0,10.0,8.0,2.0,4.0,38.333333333333336,17.333333333333332,15.666666666666666,10.666666666666666,9.0,2.0,20.0,30.0,10.0,15.0,0.0
248,234.0,10.0,1.0,0.0,5.0,6.0,8.0,8.0,8.0,20.0,20.0,20.0,10.0,10.0,2.0,25.0,15.0,20.0,20.0,15.0
249,234.0,10.0,1.0,0.0,7.0,9.0,10.0,7.0,7.0,20.0,20.0,20.0,10.0,10.0,2.0,22.0,22.0,15.0,15.0,5.0
250,234.0,10.0,1.0,0.0,10.0,9.0,10.0,9.0,10.0,20.0,20.0,20.0,10.0,10.0,2.0,20.0,20.0,20.0,20.0,10.0
251,234.0,10.0,1.0,0.0,8.0,10.0,10.0,9.0,9.0,20.0,20.0,20.0,10.0,10.0,2.0,19.0,19.0,19.0,19.0,19.0
252,283.5,11.0,0.0,0.5,9.0,9.0,9.0,9.0,10.0,26.5,14.0,20.5,19.0,10.0,2.0,0.0,25.0,25.0,25.0,25.0
253,287.5,11.0,0.0,0.0,8.0,10.0,8.0,9.0,7.0,31.25,25.0,10.0,12.5,7.25,2.0,25.0,30.0,10.0,10.0,5.0
254,280.5833333333333,11.0,0.0,0.0,8.0,7.0,10.0,8.0,8.0,26.75,17.166666666666668,22.0,16.0,7.666666666666667,2.0,25.0,7.0,25.0,25.0,8.0
255,287.5,11.0,0.0,0.0,6.0,8.0,7.0,6.0,6.0,31.25,25.0,10.0,12.5,7.25,2.0,16.67,16.67,16.67,16.67,16.67
256,287.5,11.0,0.0,0.25,6.0,9.0,8.0,6.0,6.0,31.25,25.0,10.0,12.5,7.25,2.0,15.0,25.0,20.0,20.0,10.0
257,280.5833333333333,11.0,0.0,0.0,7.0,9.0,9.0,7.0,10.0,26.75,17.166666666666668,22.0,16.0,7.666666666666667,2.0,22.0,14.0,30.0,10.0,14.0
258,285.0,11.0,0.0,0.0,6.0,10.0,9.0,8.0,5.0,20.0,20.0,25.0,25.0,5.0,2.0,7.0,35.0,20.0,20.0,5.0
259,280.5833333333333,11.0,0.0,0.08333333333333333,7.0,9.0,8.0,8.0,9.0,26.75,17.166666666666668,22.0,16.0,7.666666666666667,2.0,15.0,18.0,19.0,19.0,17.0
260,287.5,11.0,0.0,0.25,6.0,9.0,9.0,7.0,6.0,31.25,25.0,10.0,12.5,7.25,2.0,19.0,20.0,19.0,14.0,13.0
261,287.5,11.0,0.0,0.25,5.0,8.0,7.0,7.0,8.0,31.25,25.0,10.0,12.5,7.25,2.0,15.0,20.0,20.0,20.0,15.0
262,280.5833333333333,11.0,0.0,0.0,6.0,10.0,9.0,5.0,3.0,26.75,17.166666666666668,22.0,16.0,7.666666666666667,2.0,10.0,40.0,20.0,20.0,0.0
263,287.0,11.0,0.0,1.0,8.0,8.0,8.0,8.0,5.0,22.5,16.5,20.0,18.5,10.0,2.0,20.0,20.0,20.0,10.0,20.0
264,280.5833333333333,11.0,0.0,0.16666666666666666,8.0,7.0,9.0,8.0,5.0,26.75,17.166666666666668,22.0,16.0,7.666666666666667,2.0,15.0,15.0,25.0,20.0,5.0
265,280.5833333333333,11.0,0.0,0.08333333333333333,7.0,9.0,10.0,7.0,10.0,26.75,17.166666666666668,22.0,16.0,7.666666666666667,2.0,15.0,5.0,45.0,10.0,15.0
266,280.5833333333333,11.0,0.0,0.08333333333333333,8.0,8.0,7.0,7.0,4.0,26.75,17.166666666666668,22.0,16.0,7.666666666666667,2.0,25.0,20.0,20.0,25.0,0.0
267,287.5,11.0,0.0,0.0,7.0,6.0,7.0,5.0,7.0,31.25,25.0,10.0,12.5,7.25,2.0,20.0,30.0,10.0,15.0,10.0
268,283.5,11.0,0.0,1.0,9.0,9.0,9.0,8.0,9.0,26.5,14.0,20.5,19.0,10.0,2.0,30.0,20.0,20.0,10.0,15.0
269,280.5833333333333,11.0,0.0,0.16666666666666666,8.0,8.0,8.0,6.0,7.0,26.75,17.166666666666668,22.0,16.0,7.666666666666667,2.0,20.0,10.0,30.0,15.0,15.0
270,287.5,11.0,0.0,0.0,5.0,4.0,8.0,7.0,6.0,31.25,25.0,10.0,12.5,7.25,2.0,16.0,16.0,19.0,17.0,14.0
271,280.5833333333333,11.0,0.0,0.0,9.0,10.0,9.0,10.0,10.0,26.75,17.166666666666668,22.0,16.0,7.666666666666667,2.0,10.0,15.0,40.0,15.0,10.0
272,280.5833333333333,11.0,0.0,0.0,9.0,10.0,9.0,10.0,10.0,26.75,17.166666666666668,22.0,16.0,7.666666666666667,2.0,25.0,20.0,25.0,25.0,5.0
273,263.9,11.0,1.0,0.0,7.0,10.0,7.0,5.0,7.0,18.2,16.4,27.9,18.4,8.9,2.0,30.0,25.0,18.0,18.0,4.0
274,260.0,11.0,1.0,1.0,7.0,7.0,9.0,10.0,9.0,15.0,22.5,22.5,17.5,20.0,2.0,30.0,10.0,20.0,20.0,10.0
275,263.9,11.0,1.0,0.0,10.0,7.0,10.0,6.0,10.0,18.2,16.4,27.9,18.4,8.9,2.0,25.0,10.0,25.0,5.0,10.0
276,263.9,11.0,1.0,0.0,7.0,6.0,10.0,7.0,8.0,18.2,16.4,27.9,18.4,8.9,2.0,24.0,16.0,28.0,14.0,8.0
277,263.9,11.0,1.0,0.1,4.0,8.0,8.0,8.0,5.0,18.2,16.4,27.9,18.4,8.9,2.0,60.0,20.0,0.0,20.0,0.0
278,263.9,11.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,18.2,16.4,27.9,18.4,8.9,2.0,25.0,15.0,20.0,25.0,10.0
279,263.9,11.0,1.0,0.2,8.0,9.0,10.0,6.0,7.0,18.2,16.4,27.9,18.4,8.9,2.0,27.0,15.0,28.0,10.0,10.0
280,263.9,11.0,1.0,0.1,5.0,9.0,8.0,5.0,6.0,18.2,16.4,27.9,18.4,8.9,2.0,25.0,20.0,30.0,15.0,5.0
281,263.9,11.0,1.0,0.1,7.0,8.0,8.0,6.0,5.0,18.2,16.4,27.9,18.4,8.9,2.0,20.0,20.0,20.0,15.0,5.0
282,263.0,11.0,1.0,1.0,7.0,9.0,7.0,9.0,10.0,20.0,20.0,20.0,10.0,20.0,2.0,25.0,15.0,20.0,20.0,10.0
283,260.2857142857143,11.0,1.0,0.0,9.0,9.0,9.0,9.0,9.0,18.095714285714287,22.524285714285718,16.38142857142857,16.095714285714287,11.952857142857143,2.0,50.0,10.0,10.0,10.0,10.0
284,263.9,11.0,1.0,0.0,7.0,6.0,8.0,7.0,7.0,18.2,16.4,27.9,18.4,8.9,2.0,25.0,20.0,25.0,20.0,10.0
285,258.0,11.0,1.0,0.0,8.0,10.0,10.0,10.0,8.0,7.0,35.0,20.0,20.0,5.0,2.0,20.0,20.0,25.0,25.0,5.0
286,263.9,11.0,1.0,0.0,3.0,6.0,7.0,6.0,7.0,18.2,16.4,27.9,18.4,8.9,2.0,10.0,15.0,25.0,15.0,15.0
287,260.2857142857143,11.0,1.0,0.0,7.0,10.0,7.0,5.0,10.0,18.095714285714287,22.524285714285718,16.38142857142857,16.095714285714287,11.952857142857143,2.0,35.0,40.0,5.0,5.0,7.0
288,263.9,11.0,1.0,0.2,5.0,8.0,8.0,7.0,7.0,18.2,16.4,27.9,18.4,8.9,2.0,20.0,20.0,15.0,25.0,10.0
289,260.2857142857143,11.0,1.0,0.14285714285714285,4.0,9.0,8.0,10.0,8.0,18.095714285714287,22.524285714285718,16.38142857142857,16.095714285714287,11.952857142857143,2.0,20.0,30.0,10.0,20.0,0.0
290,263.9,11.0,1.0,0.0,5.0,4.0,10.0,5.0,9.0,18.2,16.4,27.9,18.4,8.9,2.0,30.0,10.0,30.0,10.0,5.0
291,260.2857142857143,11.0,1.0,0.2857142857142857,6.0,9.0,9.0,7.0,9.0,18.095714285714287,22.524285714285718,16.38142857142857,16.095714285714287,11.952857142857143,2.0,20.0,20.0,15.0,15.0,12.0
292,263.0,11.0,1.0,1.0,8.0,10.0,10.0,8.0,10.0,20.0,20.0,20.0,10.0,20.0,2.0,20.0,18.0,20.0,17.0,10.0
293,260.0,11.0,1.0,0.5,7.0,10.0,9.0,9.0,9.0,15.0,22.5,22.5,17.5,20.0,2.0,23.0,18.0,21.0,18.0,10.0
294,309.5,12.0,0.0,0.0,9.0,10.0,9.0,7.0,7.0,33.5,19.5,14.0,13.5,8.0,2.0,20.0,20.0,35.0,5.0,10.0
295,315.2,12.0,0.0,0.0,7.0,10.0,8.0,8.0,8.0,23.967000000000002,14.805000000000001,21.686,17.352,8.828999999999999,2.0,10.0,18.0,20.0,16.0,16.0
296,315.2,12.0,0.0,0.3,8.0,9.0,10.0,6.0,9.0,23.967000000000002,14.805000000000001,21.686,17.352,8.828999999999999,2.0,15.0,20.0,35.0,15.0,5.0
297,315.2,12.0,0.0,0.3,8.0,10.0,8.0,9.0,9.0,23.967000000000002,14.805000000000001,21.686,17.352,8.828999999999999,2.0,25.0,25.0,15.0,15.0,10.0
298,315.2,12.0,0.0,0.0,7.0,10.0,10.0,9.0,10.0,23.967000000000002,14.805000000000001,21.686,17.352,8.828999999999999,2.0,10.0,30.0,20.0,10.0,15.0
299,309.5,12.0,0.0,0.0,6.0,9.0,8.0,9.0,9.0,33.5,19.5,14.0,13.5,8.0,2.0,10.0,40.0,10.0,20.0,10.0
300,315.2,12.0,0.0,0.2,8.0,9.0,9.0,9.0,10.0,23.967000000000002,14.805000000000001,21.686,17.352,8.828999999999999,2.0,15.0,20.0,25.0,15.0,15.0
301,315.2,12.0,0.0,0.1,9.0,9.0,9.0,8.0,8.0,23.967000000000002,14.805000000000001,21.686,17.352,8.828999999999999,2.0,20.0,20.0,20.0,20.0,10.0
302,315.2,12.0,0.0,0.0,8.0,8.0,8.0,8.0,10.0,23.967000000000002,14.805000000000001,21.686,17.352,8.828999999999999,2.0,50.0,5.0,20.0,10.0,5.0
303,315.2,12.0,0.0,0.1,8.0,10.0,8.0,9.0,6.0,23.967000000000002,14.805000000000001,21.686,17.352,8.828999999999999,2.0,20.0,25.0,25.0,10.0,15.0
304,315.2,12.0,0.0,0.1,6.0,10.0,8.0,10.0,8.0,23.967000000000002,14.805000000000001,21.686,17.352,8.828999999999999,2.0,5.0,20.0,25.0,25.0,15.0
305,309.5,12.0,0.0,0.0,7.0,9.0,9.0,8.0,5.0,33.5,19.5,14.0,13.5,8.0,2.0,10.0,47.0,16.0,12.0,3.0
306,309.5,12.0,0.0,0.0,6.0,9.0,8.0,8.0,8.0,33.5,19.5,14.0,13.5,8.0,2.0,16.0,20.0,19.0,16.0,18.0
307,309.5,12.0,0.0,0.0,5.0,8.0,8.0,7.0,8.0,33.5,19.5,14.0,13.5,8.0,2.0,10.0,20.0,20.0,15.0,20.0
308,302.2,12.0,1.0,0.0,7.0,10.0,8.0,8.0,7.0,13.2,29.4,20.0,13.6,12.2,2.0,17.0,19.0,18.0,17.0,11.0
309,299.55555555555554,12.0,1.0,0.1111111111111111,7.0,8.0,9.0,9.0,7.0,18.88888888888889,20.333333333333332,22.77777777777778,15.11111111111111,11.777777777777779,2.0,20.0,20.0,20.0,20.0,10.0
310,299.55555555555554,12.0,1.0,0.1111111111111111,7.0,6.0,7.0,8.0,4.0,18.88888888888889,20.333333333333332,22.77777777777778,15.11111111111111,11.777777777777779,2.0,24.0,15.0,20.0,20.0,8.0
311,302.2,12.0,1.0,0.0,9.0,9.0,9.0,10.0,3.0,13.2,29.4,20.0,13.6,12.2,2.0,50.0,20.0,10.0,10.0,5.0
312,299.55555555555554,12.0,1.0,0.0,8.0,7.0,9.0,7.0,9.0,18.88888888888889,20.333333333333332,22.77777777777778,15.11111111111111,11.777777777777779,2.0,25.0,5.0,30.0,15.0,5.0
313,299.55555555555554,12.0,1.0,0.1111111111111111,7.0,8.0,8.0,8.0,6.0,18.88888888888889,20.333333333333332,22.77777777777778,15.11111111111111,11.777777777777779,2.0,19.0,13.0,18.0,18.0,10.0
315,299.55555555555554,12.0,1.0,0.0,6.0,10.0,8.0,6.0,7.0,18.88888888888889,20.333333333333332,22.77777777777778,15.11111111111111,11.777777777777779,2.0,6.67,19.05,42.86,9.52,14.29
316,299.55555555555554,12.0,1.0,0.3333333333333333,6.0,8.0,8.0,7.0,9.0,18.88888888888889,20.333333333333332,22.77777777777778,15.11111111111111,11.777777777777779,2.0,25.0,20.0,15.0,25.0,10.0
317,299.55555555555554,12.0,1.0,0.2222222222222222,7.0,3.0,8.0,8.0,5.0,18.88888888888889,20.333333333333332,22.77777777777778,15.11111111111111,11.777777777777779,2.0,50.0,0.0,20.0,20.0,0.0
319,299.55555555555554,12.0,1.0,0.3333333333333333,5.0,10.0,9.0,6.0,3.0,18.88888888888889,20.333333333333332,22.77777777777778,15.11111111111111,11.777777777777779,2.0,20.0,25.0,20.0,10.0,5.0
320,299.55555555555554,12.0,1.0,0.0,8.0,8.0,9.0,9.0,7.0,18.88888888888889,20.333333333333332,22.77777777777778,15.11111111111111,11.777777777777779,2.0,20.0,16.0,16.0,16.0,16.0
321,299.55555555555554,12.0,1.0,0.0,6.0,8.0,7.0,7.0,8.0,18.88888888888889,20.333333333333332,22.77777777777778,15.11111111111111,11.777777777777779,2.0,30.0,15.0,15.0,20.0,10.0
322,333.0,13.0,0.0,0.0,5.0,9.0,7.0,8.0,7.0,50.0,10.0,12.5,10.0,7.5,2.0,2.0,60.0,15.0,8.0,5.0
323,333.0,13.0,0.0,0.5,7.0,9.0,8.0,6.0,3.0,50.0,10.0,12.5,10.0,7.5,2.0,10.0,20.0,20.0,20.0,10.0
324,335.0,13.0,0.0,0.3333333333333333,9.0,9.0,9.0,9.0,8.0,29.0,10.666666666666666,17.333333333333332,19.0,13.666666666666666,2.0,40.0,10.0,15.0,20.0,10.0
325,336.0,13.0,0.0,0.0,7.0,9.0,8.0,7.0,8.0,20.0,15.0,30.0,10.0,15.0,2.0,10.0,20.0,20.0,10.0,10.0
327,335.0,13.0,0.0,0.0,7.0,7.0,8.0,9.0,10.0,29.0,10.666666666666666,17.333333333333332,19.0,13.666666666666666,2.0,15.0,10.0,20.0,20.0,20.0
328,335.0,13.0,0.0,0.0,7.0,10.0,10.0,8.0,10.0,29.0,10.666666666666666,17.333333333333332,19.0,13.666666666666666,2.0,22.0,12.0,30.0,25.0,10.0
329,335.0,13.0,0.0,0.0,8.0,9.0,8.0,5.0,8.0,29.0,10.666666666666666,17.333333333333332,19.0,13.666666666666666,2.0,15.0,22.0,22.0,16.0,15.0
330,333.0,13.0,0.0,0.0,8.0,10.0,7.0,9.0,9.0,50.0,10.0,12.5,10.0,7.5,2.0,15.0,25.0,15.0,20.0,10.0
331,335.0,13.0,0.0,0.0,7.0,9.0,7.0,9.0,4.0,29.0,10.666666666666666,17.333333333333332,19.0,13.666666666666666,2.0,15.0,15.0,10.0,25.0,10.0
